crawl_rank,novel_url,novel_id,rank_number,author,title,genre,view_count,view_count_number,rank_change,rank_change_number,reading_rate,reading_rate_number
189,https://novel.munpia.com/481470,481470,189,허브캣,대우주시대의 전생자는 타이탄에 오른다,"퓨전, SF",46,46,10,10.0,-,
190,https://novel.munpia.com/485667,485667,190,담하파,안뛰어도 발롱도르,"스포츠, 현대판타지",46,46,19,19.0,-,
191,https://novel.munpia.com/477904,477904,191,노란커피,수행자 아나긴,판타지,45,45,-72,-72.0,38.14%,38.14
192,https://novel.munpia.com/482525,482525,192,한강토,박정희를 존경했던 그가 김재규로 환생했다,"대체역사, 현대판타지",45,45,9,9.0,-,
193,https://novel.munpia.com/476123,476123,193,복면작가,돈 버는 재능이 미쳤습니다,"현대판타지, 드라마",43,43,10,10.0,21.67%,21.67
194,https://novel.munpia.com/478637,478637,194,주룡™,인간에서 신까지 : 불사자 일대기,"대체역사, 퓨전",43,43,-23,-23.0,46.78%,46.78
195,https://novel.munpia.com/475937,475937,195,블라님,7회차 축구천재가 축구를 싫어함,"스포츠, 현대판타지",43,43,12,12.0,-,
196,https://novel.munpia.com/476827,476827,196,무영武映,소수마제素手魔帝,무협,42,42,8,8.0,32.53%,32.53
197,https://novel.munpia.com/480095,480095,197,aguagu99,금수저 원술아들로 살아가는 법.,"대체역사, 판타지",42,42,5,5.0,-,
198,https://novel.munpia.com/478247,478247,198,하얀종이위,회귀했으니 매년 3조씩 기부합니다,"현대판타지, 퓨전",42,42,8,8.0,-,
199,https://novel.munpia.com/484010,484010,199,뚱그레이,유비의 치트키가 되었다.,"대체역사, 전쟁·밀리터리",41,41,6,6.0,-,
200,https://novel.munpia.com/477955,477955,200,달빛먹은곰,몰락한 지방 향리 아들의 슬기로운 고려 망국 극복기,"대체역사, 판타지",40,40,10,10.0,43.72%,43.72
