crawl_rank,novel_url,novel_id,rank_number,author,title,genre,view_count,view_count_number,rank_change,rank_change_number,reading_rate,reading_rate_number
14,https://novel.munpia.com/483667,483667,14,상한김밥,심해의 마법사,판타지,"3,234",3234,0,0.0,-,
15,https://novel.munpia.com/484223,484223,15,캡슐호텔,하루에 2배씩 강해지는 헌터,"현대판타지, 퓨전","3,170",3170,0,0.0,-,
16,https://novel.munpia.com/475635,475635,16,피노키홍,취미로 발롱도르,"스포츠, 현대판타지","3,107",3107,0,0.0,52.19%,52.19
17,https://novel.munpia.com/478990,478990,17,글코틴,이혼 후 돈이 굴러들어옴,"현대판타지, 판타지","3,012",3012,1,1.0,67.80%,67.8
18,https://novel.munpia.com/476222,476222,18,풀드로우,자살 부대의 불사자는 착각당한다,"퓨전, 현대판타지","2,770",2770,2,2.0,66.14%,66.14
19,https://novel.munpia.com/476981,476981,19,E787,공작가 장남은 전직 S급 헌터,판타지,"2,769",2769,0,0.0,49.69%,49.69
20,https://novel.munpia.com/475882,475882,20,리첼렌,성군 순종대왕 일대기,"대체역사, 판타지","2,170",2170,5,5.0,57.67%,57.67
21,https://novel.munpia.com/476049,476049,21,토이카,멸망 커뮤니티의 신급 뉴비,"현대판타지, 퓨전","2,030",2030,1,1.0,59.36%,59.36
22,https://novel.munpia.com/475776,475776,22,밤카다,101번째 드래프티는 야구가 너무 쉬움,"스포츠, 현대판타지","1,896",1896,1,1.0,57.11%,57.11
23,https://novel.munpia.com/476343,476343,23,이디즈,9급부터 북부대공까지,"판타지, 퓨전","1,840",1840,1,1.0,56.87%,56.87
24,https://novel.munpia.com/477059,477059,24,노마(駑馬),신들의 단톡방에 김치사발면을 바쳤다,"현대판타지, 판타지","1,750",1750,2,2.0,49.06%,49.06
25,https://novel.munpia.com/475958,475958,25,노랑™,전역 후 아공간에 돈이 계속 쌓임,"현대판타지, 퓨전","1,587",1587,3,3.0,28.97%,28.97
26,https://novel.munpia.com/475703,475703,26,쩡킴,부업했더니 돈이 미친듯이 벌림,"현대판타지, 판타지","1,562",1562,4,4.0,41.84%,41.84
27,https://novel.munpia.com/477718,477718,27,평면경,로우 판타지의 1서클 마법사,"판타지, 퓨전","1,562",1562,2,2.0,70.57%,70.57
28,https://novel.munpia.com/476032,476032,28,체대생,백수인데 탑스타로 착각당함,"현대판타지, 드라마","1,450",1450,3,3.0,86.79%,86.79
29,https://novel.munpia.com/482006,482006,29,도얀,폐급 힐러가 인간 빼고 다 고침,"현대판타지, 판타지","1,420",1420,3,3.0,76.53%,76.53
30,https://novel.munpia.com/476051,476051,30,쿤타세계관,조선에 망조 따윈 없다,"대체역사, 판타지","1,319",1319,4,4.0,53.16%,53.16
31,https://novel.munpia.com/481682,481682,31,천성(天性),"어느 날, 코인 차트가 눈에 떠오르기 시작했다","현대판타지, 퓨전","1,304",1304,5,5.0,90.04%,90.04
32,https://novel.munpia.com/477023,477023,32,그링스,C급 타자 몸값이 미친듯이 오름,"스포츠, 현대판타지","1,298",1298,3,3.0,51.82%,51.82
33,https://novel.munpia.com/475641,475641,33,오토마톤G,돈 버는 재능이 넘쳐나는 영주님,"판타지, 현대판타지","1,296",1296,4,4.0,65.89%,65.89
34,https://novel.munpia.com/477481,477481,34,독파민,초인에겐 야구가 너무 쉽다!,"스포츠, 판타지","1,255",1255,4,4.0,72.03%,72.03
35,https://novel.munpia.com/482000,482000,35,앤서,엄청나게 돈이 벌림,"현대판타지, 퓨전","1,203",1203,5,5.0,83.61%,83.61
36,https://novel.munpia.com/477156,477156,36,Readoff,알고 보니 좌완 파이어볼러였다,"스포츠, 현대판타지","1,192",1192,3,3.0,30.08%,30.08
37,https://novel.munpia.com/475523,475523,37,낙비(樂悲),엘프 제국의 세계수가 되었다,"판타지, 퓨전","1,168",1168,7,7.0,38.45%,38.45
38,https://novel.munpia.com/476319,476319,38,로드케이,선협에서 하남자로 살아남기,"현대판타지, 무협","1,148",1148,4,4.0,61.76%,61.76
39,https://novel.munpia.com/476924,476924,39,글철인,드래곤 하트 가지고 선협 환생,"무협, 퓨전","1,143",1143,2,2.0,55.95%,55.95
40,https://novel.munpia.com/478439,478439,40,땅콩헌터,마물들의 명의가 됨,"현대판타지, 퓨전","1,113",1113,5,5.0,66.92%,66.92
41,https://novel.munpia.com/477934,477934,41,l살별l,연구만 했는데 돈이 쌓임,현대판타지,"1,021",1021,5,5.0,46.37%,46.37
42,https://novel.munpia.com/475738,475738,42,북콜랙터,남 주느니 쿠데타 합니다,"현대판타지, 대체역사","1,007",1007,5,5.0,71.97%,71.97
43,https://novel.munpia.com/482756,482756,43,안경쓴팬더,환생 수선전,"무협, 퓨전",966,966,5,5.0,87.15%,87.15
44,https://novel.munpia.com/475617,475617,44,쿠우울,기사의 납골당,판타지,952,952,7,7.0,33.86%,33.86
45,https://novel.munpia.com/483427,483427,45,재즈소울,각성 첫 날 북한에 메테오를 꽂았다,"현대판타지, 퓨전",894,894,5,5.0,61.87%,61.87
46,https://novel.munpia.com/476235,476235,46,담하파,내가 사면 무조건 오름,"현대판타지, 퓨전",872,872,6,6.0,41.40%,41.4
47,https://novel.munpia.com/480433,480433,47,자몽라임,회귀한 마취과 의사는 모든 게 쉽다,"현대판타지, 드라마",872,872,6,6.0,78.00%,78.0
48,https://novel.munpia.com/475528,475528,48,디파일러,퇴사 후 사기급 특성들을 각성했다,"현대판타지, 퓨전",850,850,6,6.0,41.57%,41.57
49,https://novel.munpia.com/475724,475724,49,긍정적마음,토토충이 돈 복사 버그를 씀,"현대판타지, 스포츠",848,848,22,22.0,55.07%,55.07
50,https://novel.munpia.com/477614,477614,50,겸업백작,퇴사 후 공룡으로 창업합니다.,현대판타지,801,801,5,5.0,88.39%,88.39
51,https://novel.munpia.com/476831,476831,51,뿌링틀,연방의 에이스로 살아남기.,"대체역사, 전쟁·밀리터리",747,747,6,6.0,62.97%,62.97
52,https://novel.munpia.com/477282,477282,52,글쥐어짜기,내 뚝배기에 날아든 AI,"현대판타지, 판타지",707,707,7,7.0,81.53%,81.53
53,https://novel.munpia.com/476039,476039,53,아이스바인™,이혼 후 조만장자,현대판타지,692,692,13,13.0,61.76%,61.76
54,https://novel.munpia.com/483129,483129,54,대박난작가,마나가 무한이면 모든 게 쉬워진다,현대판타지,644,644,4,4.0,59.71%,59.71
55,https://novel.munpia.com/477241,477241,55,치규치규,2군 포수가 1군보다 잘함,"스포츠, 현대판타지",614,614,-44,-44.0,41.32%,41.32
56,https://novel.munpia.com/477135,477135,56,방구석와룡,마도서를 줍다 마법사가 되다,"현대판타지, 판타지",599,599,6,6.0,-,
57,https://novel.munpia.com/475667,475667,57,서관도,게임 속 무명용사가 되었다,"판타지, 퓨전",585,585,3,3.0,52.90%,52.9
58,https://novel.munpia.com/483716,483716,58,발칸레이븐,미친 재능으로 1000000000000000원 번다,"현대판타지, 퓨전",583,583,5,5.0,83.15%,83.15
59,https://novel.munpia.com/476291,476291,59,전작가,전장의 용기사가 사는 법,판타지,545,545,6,6.0,78.53%,78.53
60,https://novel.munpia.com/478868,478868,60,havoc,나홀로 진짜 마법사,판타지,542,542,4,4.0,72.56%,72.56
61,https://novel.munpia.com/475599,475599,61,첨G,멸망할 세계의 파견 용사,"판타지, 퓨전",534,534,7,7.0,53.88%,53.88
62,https://novel.munpia.com/475822,475822,62,곽탁타,뗀석기로 우주방어,"대체역사, SF",528,528,5,5.0,65.56%,65.56
63,https://novel.munpia.com/482497,482497,63,늬파랑,천재 해커가 돈을 너무 쉽게 벎,"현대판타지, 퓨전",506,506,7,7.0,68.26%,68.26
64,https://novel.munpia.com/477706,477706,64,매드캣,보급형 프로이센의 왕이 되었다,"대체역사, 전쟁·밀리터리",501,501,5,5.0,65.14%,65.14
65,https://novel.munpia.com/481817,481817,65,동쭉,선협세계의 환생자로 살아남기,"무협, 판타지",487,487,7,7.0,74.77%,74.77
66,https://novel.munpia.com/482445,482445,66,한준솔봄,폐급 낙하산이 유일급이었음,현대판타지,483,483,11,11.0,72.39%,72.39
67,https://novel.munpia.com/478275,478275,67,콜벳,선협 속 거미가 천재임,"무협, 퓨전",465,465,33,33.0,73.75%,73.75
68,https://novel.munpia.com/480522,480522,68,행운요정,콕피트의 히로인,"SF, 스포츠",462,462,8,8.0,79.28%,79.28
69,https://novel.munpia.com/485558,485558,69,로노바,이혼 후 재벌가 출신 전처가 매달린다,"현대판타지, 드라마",461,461,5,5.0,-,
70,https://novel.munpia.com/481022,481022,70,김메탈,이혼 후 문자가 돈을 벌어다 줌,현대판타지,458,458,3,3.0,75.94%,75.94
71,https://novel.munpia.com/476835,476835,71,리슝,자동전투하는 네크로맨서,"현대판타지, 판타지",454,454,4,4.0,51.13%,51.13
72,https://novel.munpia.com/483391,483391,72,홀본,고인물 스트라이커가 겸손을 숨김.,"스포츠, 현대판타지",409,409,7,7.0,-,
73,https://novel.munpia.com/480915,480915,73,글병장,전역 후 인생 이지 모드,현대판타지,401,401,5,5.0,50.24%,50.24
74,https://novel.munpia.com/482086,482086,74,류진호,삼국지: 조조의 마누라를 뺏어버렸다,"대체역사, 드라마",401,401,6,6.0,59.71%,59.71
75,https://novel.munpia.com/476099,476099,75,글쓰는문어,그 깡촌엔 명의가 산다,"현대판타지, 판타지",381,381,14,14.0,51.62%,51.62
76,https://novel.munpia.com/481054,481054,76,햄버그,기연수선전,"무협, 판타지",370,370,8,8.0,82.23%,82.23
77,https://novel.munpia.com/476855,476855,77,원태훈,헌터가 선협 세상에서 살아남는 법,"무협, 퓨전",368,368,6,6.0,64.96%,64.96
78,https://novel.munpia.com/481784,481784,78,린더,방구석 메카닉은 종말이 쉽다,"현대판타지, 게임",345,345,9,9.0,72.71%,72.71
79,https://novel.munpia.com/483122,483122,79,시윤™,퇴사 후 슬라임을 키웠더니 인생 역전,"현대판타지, 퓨전",340,340,6,6.0,52.39%,52.39
80,https://novel.munpia.com/478049,478049,80,어진용,순례하는 네크로맨서,판타지,328,328,6,6.0,43.71%,43.71
81,https://novel.munpia.com/484867,484867,81,태양물고기,"축기 가문, 내가 살림","무협, 퓨전",322,322,1,1.0,83.78%,83.78
82,https://novel.munpia.com/483446,483446,82,프링글,백작가 막내아들이 마법공학을 잘함,"판타지, 퓨전",316,316,15,15.0,-,
83,https://novel.munpia.com/477945,477945,83,동동아리,동창의 서고지기,"무협, 드라마",312,312,5,5.0,41.48%,41.48
84,https://novel.munpia.com/478107,478107,84,Analog감성,이성계 아들이 사업을 잘함,"대체역사, 판타지",295,295,6,6.0,78.91%,78.91
85,https://novel.munpia.com/483378,483378,85,[세인토],나 혼자 아포칼립스에서 뽑기로 꿀빠는 법,"판타지, 퓨전",288,288,7,7.0,86.52%,86.52
86,https://novel.munpia.com/477238,477238,86,왕형님,신입 매니저의 퇴직금이 막 쌓임,현대판타지,285,285,7,7.0,75.93%,75.93
87,https://novel.munpia.com/477724,477724,87,페이소,귀농한 아빠는 천재작가,"현대판타지, 퓨전",284,284,7,7.0,41.62%,41.62
88,https://novel.munpia.com/477026,477026,88,장스,평행세계에선 내가 천재 게임 개발자?,"현대판타지, 대체역사",283,283,8,8.0,66.59%,66.59
89,https://novel.munpia.com/475664,475664,89,정육면체,아공간수선전(亞空間修仙傳),"무협, 퓨전",280,280,-68,-68.0,67.22%,67.22
90,https://novel.munpia.com/477152,477152,90,청학윤,삼전도의 헤드샷 조선왕자,"대체역사, 전쟁·밀리터리",274,274,-41,-41.0,71.01%,71.01
91,https://novel.munpia.com/479245,479245,91,인더정글,악마의 재능으로 역대급 리드오프,"스포츠, 현대판타지",263,263,7,7.0,49.00%,49.0
92,https://novel.munpia.com/485087,485087,92,꿈가득남,나는 돈을 벌고 행복을 산다,"현대판타지, 판타지",259,259,7,7.0,68.92%,68.92
93,https://novel.munpia.com/476539,476539,93,물고기달려,선협의 천재 부사가 되었다,"무협, 판타지",254,254,-66,-66.0,67.24%,67.24
94,https://novel.munpia.com/479491,479491,94,반고르,돌아온 북부 대공은 전쟁의 신(神),"판타지, 전쟁·밀리터리",250,250,8,8.0,50.36%,50.36
95,https://novel.munpia.com/477826,477826,95,이춘덕,환생자의 혼백수선전,"무협, 퓨전",229,229,8,8.0,68.00%,68.0
96,https://novel.munpia.com/476785,476785,96,구채,1헥타르 아공간으로 개꿀 라이프,"현대판타지, 판타지",228,228,14,14.0,36.94%,36.94
97,https://novel.munpia.com/475946,475946,97,파라모르템,800억 있어도 출근하는 강 대리,현대판타지,221,221,9,9.0,23.90%,23.9
98,https://novel.munpia.com/477883,477883,98,마지막한자,마공이 너무 쉬움,무협,220,220,6,6.0,49.66%,49.66
99,https://novel.munpia.com/476794,476794,99,김형준™,아포칼립스 회귀자의 만능셸터,"현대판타지, 퓨전",211,211,-66,-66.0,51.58%,51.58
100,https://novel.munpia.com/476202,476202,100,이그드라시,대영제국이 양심을 장착함,"대체역사, 판타지",211,211,33,33.0,53.73%,53.73
101,https://novel.munpia.com/475952,475952,101,닥터베르,웹소 작가 이세계 다이어리,"퓨전, 판타지",207,207,12,12.0,33.36%,33.36
102,https://novel.munpia.com/476026,476026,102,yt0709,비선출이 공을 너무 잘 던짐,"스포츠, 퓨전",206,206,5,5.0,34.80%,34.8
103,https://novel.munpia.com/480860,480860,103,청산자,이세계에서 대체역사소설가가 살아남는 법,"판타지, 대체역사",205,205,6,6.0,81.73%,81.73
104,https://novel.munpia.com/478843,478843,104,소울바운드,검은 머리 메이저리거,"스포츠, 대체역사",203,203,4,4.0,43.90%,43.9
105,https://novel.munpia.com/481007,481007,105,버드와칭,방출 후 잠만 자도 영감이 쏟아짐,"현대판타지, 판타지",199,199,7,7.0,46.17%,46.17
106,https://novel.munpia.com/484497,484497,106,아바타.,이번 생은 아무것도 안 할 건데 돈이 너무 많음,현대판타지,195,195,8,8.0,-,
107,https://novel.munpia.com/478259,478259,107,백약지장,1330 고려 망나니가 몽골을 지배함,"대체역사, 판타지",194,194,4,4.0,71.94%,71.94
108,https://novel.munpia.com/476256,476256,108,다큐인생,초지능체로 돌아왔다,"현대판타지, 드라마",182,182,-65,-65.0,54.82%,54.82
109,https://novel.munpia.com/480672,480672,109,에스투팍,천재 배우는 재능이 너무 많음,"현대판타지, 퓨전",182,182,6,6.0,61.50%,61.5
110,https://novel.munpia.com/479065,479065,110,낙락장송,삼국지 : 촉한개발5개년계획,"대체역사, 현대판타지",179,179,7,7.0,62.02%,62.02
111,https://novel.munpia.com/482375,482375,111,사제르트,로마노프 살리기,"대체역사, 판타지",173,173,7,7.0,69.88%,69.88
112,https://novel.munpia.com/483676,483676,112,더블빅,지옥에서 100년 연습한 천재 투수,"스포츠, 현대판타지",170,170,8,8.0,-,
113,https://novel.munpia.com/483802,483802,113,서리현,내향인인데 EX급이라 주목받아버림,"현대판타지, 퓨전",163,163,9,9.0,-,
114,https://novel.munpia.com/475525,475525,114,돈트스탑,방구석 소환사가 살아남는 법,"현대판타지, 판타지",161,161,14,14.0,18.95%,18.95
115,https://novel.munpia.com/477169,477169,115,코다,텍본 들고 시작하는 헌터 생활,"현대판타지, 퓨전",160,160,9,9.0,52.16%,52.16
116,https://novel.munpia.com/485081,485081,116,제품명,경작수선전(耕作修仙傳),"무협, 판타지",158,158,5,5.0,-,
117,https://novel.munpia.com/482340,482340,117,로빈(爐彬),서울에 핵 쏜 새끼 찾습니다,"현대판타지, 대체역사",157,157,9,9.0,-,
118,https://novel.munpia.com/476344,476344,118,다물랑,역적이 꿈꾸는 제국,"대체역사, 퓨전",156,156,18,18.0,53.72%,53.72
119,https://novel.munpia.com/477005,477005,119,김첼프,야구 천재 영결집 막내아들,"스포츠, 현대판타지",155,155,4,4.0,39.79%,39.79
120,https://novel.munpia.com/477222,477222,120,적확,경제천재의 나치독일(진) 정상화,"대체역사, 일반소설",151,151,5,5.0,33.68%,33.68
121,https://novel.munpia.com/482287,482287,121,따상,정이 많은 농부로 착각당했다,"현대판타지, 퓨전",151,151,9,9.0,-,
122,https://novel.munpia.com/475519,475519,122,곰산타,불로소득 아싸 마법사가 구원을 외주함,"현대판타지, 판타지",149,149,5,5.0,58.35%,58.35
123,https://novel.munpia.com/483910,483910,123,익사,아빠는 월드 클래스!,"스포츠, 현대판타지",148,148,8,8.0,-,
124,https://novel.munpia.com/476367,476367,124,귤잠꾼,농사하다 갤러리를 주웠다,"현대판타지, 판타지",146,146,-68,-68.0,48.42%,48.42
125,https://novel.munpia.com/479757,479757,125,수제고구마,초월급 재능 구매로 탑을 공략,판타지,146,146,4,4.0,62.87%,62.87
126,https://novel.munpia.com/476248,476248,126,새둥이,별 줍고 천재 사업가,현대판타지,136,136,16,16.0,37.03%,37.03
127,https://novel.munpia.com/482758,482758,127,테드K,"인턴이, 1000조를 범","현대판타지, 대체역사",135,135,8,8.0,-,
128,https://novel.munpia.com/483860,483860,128,혜음,전생에 진선이었다,"현대판타지, 무협",131,131,9,9.0,-,
129,https://novel.munpia.com/477301,477301,129,털보아조씨,삼국지 : 패왕주유기,"대체역사, 전쟁·밀리터리",129,129,5,5.0,50.80%,50.8
130,https://novel.munpia.com/479996,479996,130,복현,자고 일어나면 돈이 생김,"현대판타지, 판타지",129,129,8,8.0,63.77%,63.77
131,https://novel.munpia.com/477791,477791,131,용용드래곤,최종보스지만 농사짓습니다,"현대판타지, 판타지",124,124,23,23.0,54.23%,54.23
132,https://novel.munpia.com/484076,484076,132,글럼프,엔터 옮기고 대박 터짐,"현대판타지, 퓨전",123,123,23,23.0,-,
133,https://novel.munpia.com/485291,485291,133,포기하지마,폭망한 걸그룹과 한 침대에서 깨어났다,"현대판타지, 드라마",122,122,6,6.0,-,
134,https://novel.munpia.com/479971,479971,134,째개,아포칼립스 꿈의 집 만들기,"현대판타지, 게임",121,121,13,13.0,45.19%,45.19
135,https://novel.munpia.com/481810,481810,135,오뮤,괴물 타자가 선구안을 가짐,"스포츠, 게임",118,118,6,6.0,64.50%,64.5
136,https://novel.munpia.com/476151,476151,136,발타자,국가대표 사격천재의 스트리밍,"현대판타지, 스포츠",116,116,-75,-75.0,42.22%,42.22
137,https://novel.munpia.com/482228,482228,137,mensol,무명배우가 힘을 되찾음,현대판타지,114,114,6,6.0,56.47%,56.47
138,https://novel.munpia.com/481115,481115,138,검장,조선용병대,"대체역사, 전쟁·밀리터리",109,109,7,7.0,65.16%,65.16
139,https://novel.munpia.com/485814,485814,139,더페이서,침술 천재 한의사가 되었다,"현대판타지, 퓨전",109,109,9,9.0,-,
140,https://novel.munpia.com/476287,476287,140,gordon,레벨업 무림,"무협, 퓨전",108,108,6,6.0,50.77%,50.77
141,https://novel.munpia.com/485386,485386,141,상봉왕,로또 맞고 각성한 천재 배우!,현대판타지,108,108,15,15.0,-,
142,https://novel.munpia.com/476657,476657,142,Ame바,회귀한 해버지가 상태창을 숨김,"스포츠, 현대판타지",107,107,2,2.0,34.02%,34.02
143,https://novel.munpia.com/482608,482608,143,하늘땅사이,재벌집 첫째 아들,"현대판타지, 판타지",105,105,29,29.0,65.96%,65.96
144,https://novel.munpia.com/477959,477959,144,글로틴,귀환한 삼촌이 위장취업,"판타지, 퓨전",105,105,5,5.0,23.41%,23.41
145,https://novel.munpia.com/483902,483902,145,호방한,방 한 칸부터 시작하는 아포칼립스,"현대판타지, 판타지",105,105,7,7.0,-,
146,https://novel.munpia.com/480538,480538,146,강원산,명가의 아들은 9서클 회귀마법사,"현대판타지, 퓨전",104,104,14,14.0,43.12%,43.12
147,https://novel.munpia.com/476269,476269,147,피카대장,낙하산 PD가 일을 너무 잘함,"현대판타지, 판타지",104,104,3,3.0,42.56%,42.56
148,https://novel.munpia.com/477308,477308,148,겨울쥐,아포칼립스의 온실관리인이 되었다.,"현대판타지, 드라마",104,104,3,3.0,59.47%,59.47
149,https://novel.munpia.com/481694,481694,149,chobojakga,타임워프로 삼국지 관료가 되다,"대체역사, 팬픽·패러디",104,104,8,8.0,53.56%,53.56
150,https://novel.munpia.com/484479,484479,150,왕모찌,네크로맨서가 아포칼립스에서 살아남는 법,"현대판타지, 퓨전",104,104,3,3.0,-,
151,https://novel.munpia.com/476075,476075,151,강현우,선협계를 박살내고 귀환했더니 던전이 깝침ㅋㅋ,"현대판타지, 퓨전",100,100,7,7.0,28.01%,28.01
152,https://novel.munpia.com/475983,475983,152,아랫뉘,항우는 유방의 제국을 빼앗는다,"대체역사, 전쟁·밀리터리",97,97,12,12.0,35.77%,35.77
153,https://novel.munpia.com/485683,485683,153,류송,폭등할 자산이 눈에 보여,"현대판타지, 대체역사",93,93,10,10.0,-,
154,https://novel.munpia.com/477950,477950,154,조비본,술만 만들었는데 무림 명가가 되었다,"무협, 대체역사",89,89,12,12.0,67.36%,67.36
155,https://novel.munpia.com/476453,476453,155,글고흐,A.I. 하나로 돈이 복사됨,현대판타지,86,86,6,6.0,40.83%,40.83
156,https://novel.munpia.com/481970,481970,156,류도율,파혼한 데릴사위는 무공이 너무 쉽다,"판타지, 무협",85,85,9,9.0,50.29%,50.29
157,https://novel.munpia.com/475969,475969,157,몰라젠장,선협에서 업적 시스템으로 무한 회귀,"무협, 퓨전",85,85,5,5.0,48.95%,48.95
158,https://novel.munpia.com/485772,485772,158,잭꿀,내 힐 사정거리 무한,"현대판타지, 퓨전",83,83,18,18.0,-,
159,https://novel.munpia.com/476940,476940,159,유빈(維彬),내가 만든 초지능 AI가 돈을 잘 범,"현대판타지, SF",81,81,8,8.0,9.92%,9.92
160,https://novel.munpia.com/481939,481939,160,오렌,초월무쌍,"현대판타지, 퓨전",81,81,14,14.0,84.49%,84.49
161,https://novel.munpia.com/482750,482750,161,달꿀,돈 쓸어담는 2회차 방산천재의 K-인더스트리,현대판타지,79,79,-80,-80.0,68.89%,68.89
162,https://novel.munpia.com/481628,481628,162,시인단테,차원 이동자의 영지는 AI기사로 캐리한다,"판타지, 퓨전",76,76,27,27.0,68.31%,68.31
163,https://novel.munpia.com/483782,483782,163,망신창이,스승을 범하다,"판타지, 무협",75,75,7,7.0,-,
164,https://novel.munpia.com/483225,483225,164,녹수(?水),지옥 아공간 능력으로 범죄자 처단,"현대판타지, 퓨전",75,75,5,5.0,-,
165,https://novel.munpia.com/477537,477537,165,탁틴,초짜 한의사는 침으로 못하는 게 없다.,"현대판타지, 퓨전",68,68,진입,,49.34%,49.34
166,https://novel.munpia.com/484395,484395,166,교리패인,허세관종으로 발롱도르,"스포츠, 현대판타지",67,67,7,7.0,-,
167,https://novel.munpia.com/483934,483934,167,아몬드빵,퇴근하고 스타 몇판 하는데 이게 돈이 된다,"현대판타지, 스포츠",65,65,31,31.0,-,
168,https://novel.munpia.com/483720,483720,168,청송(靑松),초월 스킬로 초월급 헌터,"판타지, 현대판타지",64,64,26,26.0,36.09%,36.09
169,https://novel.munpia.com/482600,482600,169,레몬비어,삼국지: 동탁의 손주 사위,"대체역사, 판타지",63,63,6,6.0,-,
170,https://novel.munpia.com/478432,478432,170,선우선사,야만의 시대를 씹어먹는 K-NAVY,"대체역사, 전쟁·밀리터리",62,62,9,9.0,23.59%,23.59
171,https://novel.munpia.com/482508,482508,171,소모사,돈 버는 재능이 계속 열려,"현대판타지, 퓨전",62,62,43,43.0,-,
172,https://novel.munpia.com/485530,485530,172,청령(淸鈴),"사직서 던진 날, 압류 버튼이 생겼다",현대판타지,61,61,6,6.0,-,
173,https://novel.munpia.com/479304,479304,173,쩹쩨비,건담이 탑을 오름,"판타지, SF",60,60,4,4.0,39.40%,39.4
174,https://novel.munpia.com/476020,476020,174,서야(書夜),만년 만에 돌아온 재벌이 돈을 너무 잘 벌음,"판타지, 현대판타지",59,59,-73,-73.0,41.02%,41.02
175,https://novel.munpia.com/476982,476982,175,장무(張武),"전술천재, 특전사 대위가 삼국지를 씹어먹음.","대체역사, 전쟁·밀리터리",58,58,5,5.0,23.82%,23.82
176,https://novel.munpia.com/484122,484122,176,13월생,물려받은 전당포에 자꾸 돈이 쌓임,"현대판타지, 퓨전",57,57,-85,-85.0,69.20%,69.2
177,https://novel.munpia.com/480968,480968,177,독수리3호,고수가 되었다.,무협,57,57,5,5.0,40.61%,40.61
178,https://novel.munpia.com/478466,478466,178,기연™,"마교의 천재 무공연구관, 무학관 애송이 생도가 되었다",무협,57,57,7,7.0,50.43%,50.43
179,https://novel.munpia.com/480699,480699,179,악어뿔,은퇴무사(隱退武士),무협,54,54,9,9.0,45.27%,45.27
180,https://novel.munpia.com/480956,480956,180,베르헤라,우리 아빠가 아포칼립스 최강자,"판타지, 현대판타지",52,52,7,7.0,-,
181,https://novel.munpia.com/483738,483738,181,필빛,"국가권력급 경찰, 멋짐",현대판타지,52,52,9,9.0,-,
182,https://novel.munpia.com/485562,485562,182,포더엠,중세 판타지에서 능력 흡수로 마법 천재,"판타지, 퓨전",51,51,9,9.0,-,
183,https://novel.munpia.com/478634,478634,183,아가푸,멸망에서 감염자로 살아남기,"현대판타지, 퓨전",50,50,9,9.0,41.63%,41.63
184,https://novel.munpia.com/478263,478263,184,강현석,고려의 대물이 북벌을 잘함,"대체역사, 전쟁·밀리터리",49,49,36,36.0,68.59%,68.59
185,https://novel.munpia.com/478050,478050,185,협행마,대책 없는 영주의 아들이 되었다,판타지,49,49,8,8.0,30.71%,30.71
186,https://novel.munpia.com/484827,484827,186,E급작가,최초로 제작 각성자가 되었다.,"판타지, 퓨전",48,48,11,11.0,-,
187,https://novel.munpia.com/475830,475830,187,재경완,전생이 모차르트라 음악이 너무 쉽다,"현대판타지, 퓨전",47,47,8,8.0,23.73%,23.73
188,https://novel.munpia.com/482442,482442,188,쮸르,에픽코덱스,판타지,46,46,8,8.0,-,
