crawl_rank,novel_url,novel_id,rank_number,author,title,genre,view_count,view_count_number,rank_change,rank_change_number,reading_rate,reading_rate_number
20,https://novel.munpia.com/478439,478439,20,땅콩헌터,"수의사, 마물들의 명의가 됨","현대판타지, 퓨전","2,106",2106,5,5,61.76%,61.76
21,https://novel.munpia.com/482000,482000,21,앤서,엄청나게 돈이 벌림,"현대판타지, 퓨전","2,020",2020,5,5,77.13%,77.13
22,https://novel.munpia.com/475958,475958,22,노랑™,전역 후 아공간에 돈이 계속 쌓임,"현대판타지, 퓨전","1,959",1959,5,5,22.25%,22.25
23,https://novel.munpia.com/475703,475703,23,쩡킴,부업했더니 돈이 미친듯이 벌림,"현대판타지, 판타지","1,917",1917,6,6,39.71%,39.71
24,https://novel.munpia.com/476343,476343,24,이디즈,9급부터 북부대공까지,"판타지, 퓨전","1,901",1901,4,4,56.12%,56.12
25,https://novel.munpia.com/478275,478275,25,콜벳,선협 속 거미가 천재임,"무협, 퓨전","1,851",1851,5,5,72.91%,72.91
26,https://novel.munpia.com/480433,480433,26,자몽라임,회귀한 마취과 의사는 모든 게 쉽다,"현대판타지, 드라마","1,847",1847,5,5,74.81%,74.81
27,https://novel.munpia.com/482006,482006,27,도얀,폐급 힐러가 인간 빼고 다 고침,"현대판타지, 판타지","1,739",1739,-13,-13,72.57%,72.57
28,https://novel.munpia.com/476039,476039,28,아이스바인™,이혼 후 조만장자,현대판타지,"1,739",1739,5,5,59.45%,59.45
29,https://novel.munpia.com/476981,476981,29,E787,공작가 장남은 전직 S급 헌터,"판타지, 퓨전","1,719",1719,7,7,42.20%,42.2
30,https://novel.munpia.com/475664,475664,30,정육면체,아공간수선전(亞空間修仙傳),"무협, 퓨전","1,696",1696,5,5,65.90%,65.9
31,https://novel.munpia.com/475523,475523,31,낙비(樂悲),엘프 제국의 세계수가 되었다,"판타지, 퓨전","1,670",1670,1,1,36.27%,36.27
32,https://novel.munpia.com/475738,475738,32,북콜랙터,남 주느니 쿠데타 합니다,"현대판타지, 대체역사","1,661",1661,2,2,65.64%,65.64
33,https://novel.munpia.com/478990,478990,33,글코틴,이혼 후 돈이 굴러들어옴,"현대판타지, 판타지","1,603",1603,7,7,61.03%,61.03
34,https://novel.munpia.com/476794,476794,34,김형준™,아포칼립스 회귀자의 만능셸터,"현대판타지, 퓨전","1,563",1563,4,4,49.63%,49.63
35,https://novel.munpia.com/476319,476319,35,로드케이,선협에서 하남자로 살아남기,"현대판타지, 무협","1,454",1454,4,4,56.54%,56.54
36,https://novel.munpia.com/476539,476539,36,물고기달려,선협의 천재 부사가 되었다,"무협, 판타지","1,310",1310,7,7,59.84%,59.84
37,https://novel.munpia.com/481682,481682,37,천성(天性),"어느 날, 코인 차트가 눈에 떠오르기 시작했다","현대판타지, 퓨전","1,302",1302,7,7,84.70%,84.7
38,https://novel.munpia.com/475617,475617,38,쿠우울,기사의 납골당,판타지,"1,279",1279,4,4,31.79%,31.79
39,https://novel.munpia.com/476235,476235,39,담하파,내가 사면 무조건 오름,"현대판타지, 퓨전","1,144",1144,6,6,40.93%,40.93
40,https://novel.munpia.com/482445,482445,40,한준솔봄,폐급 낙하산이 유일급이었음,현대판타지,"1,138",1138,7,7,67.59%,67.59
41,https://novel.munpia.com/483716,483716,41,발칸레이븐,미친 재능으로 1000000000000000원 번다,"현대판타지, 퓨전","1,138",1138,5,5,76.38%,76.38
42,https://novel.munpia.com/475528,475528,42,디파일러,퇴사 후 사기급 특성들을 각성했다,"현대판타지, 퓨전","1,096",1096,6,6,33.97%,33.97
43,https://novel.munpia.com/476291,476291,43,전작가,전장의 용기사가 사는 법,판타지,"1,071",1071,7,7,81.66%,81.66
44,https://novel.munpia.com/476831,476831,44,뿌링틀,비행기 잘못 타면 숙청당함.,"대체역사, 전쟁·밀리터리","1,069",1069,5,5,59.48%,59.48
45,https://novel.munpia.com/482756,482756,45,안경쓴팬더,환생 수선전,"무협, 퓨전","1,064",1064,6,6,83.43%,83.43
46,https://novel.munpia.com/477934,477934,46,l살별l,연구만 했는데 돈이 쌓임,현대판타지,"1,012",1012,6,6,42.98%,42.98
47,https://novel.munpia.com/483391,483391,47,홀본,고인물 스트라이커가 겸손을 숨김.,"스포츠, 현대판타지",907,907,6,6,86.10%,86.1
48,https://novel.munpia.com/483446,483446,48,프링글,백작가 막내아들이 마법공학을 잘함,"판타지, 퓨전",853,853,6,6,75.05%,75.05
49,https://novel.munpia.com/477718,477718,49,평면경,로우 판타지의 1서클 마법사,"판타지, 퓨전",841,841,17,17,60.66%,60.66
50,https://novel.munpia.com/476099,476099,50,글쓰는문어,그 깡촌엔 명의가 산다,"현대판타지, 판타지",824,824,7,7,50.36%,50.36
51,https://novel.munpia.com/476256,476256,51,다큐인생,초지능체로 돌아왔다,"현대판타지, 드라마",820,820,7,7,45.36%,45.36
52,https://novel.munpia.com/484867,484867,52,태양물고기,"축기 가문, 내가 살림","무협, 퓨전",817,817,3,3,77.29%,77.29
53,https://novel.munpia.com/475591,475591,53,맘모스XM,타락면역이라 재앙급 마검 들고 시작한다,"현대판타지, 판타지",798,798,-46,-46,30.49%,30.49
54,https://novel.munpia.com/481817,481817,54,동쭉,선협세계의 환생자로 살아남기,"무협, 판타지",759,759,5,5,65.66%,65.66
55,https://novel.munpia.com/477152,477152,55,청학윤,삼전도의 헤드샷 조선왕자,"대체역사, 전쟁·밀리터리",751,751,6,6,65.16%,65.16
56,https://novel.munpia.com/480522,480522,56,행운요정,톱 파일럿과 하룻밤을 보냈더니 돈을 너무 잘 벎,"SF, 스포츠",750,750,4,4,73.43%,73.43
57,https://novel.munpia.com/483667,483667,57,상한김밥,심해의 마법사,판타지,707,707,-44,-44,66.56%,66.56
58,https://novel.munpia.com/475706,475706,58,KarpeDiem,좌천당했는데 돈이 몰려온다,"현대판타지, 판타지",696,696,-47,-47,43.58%,43.58
59,https://novel.munpia.com/477059,477059,59,노마(駑馬),신들의 단톡방에 김치사발면을 바쳤다,"현대판타지, 판타지",683,683,19,19,43.25%,43.25
60,https://novel.munpia.com/476367,476367,60,귤잠꾼,농사하다 갤러리를 주웠다,"현대판타지, 판타지",645,645,2,2,45.30%,45.3
61,https://novel.munpia.com/477481,477481,61,독파민,초인에겐 야구가 너무 쉽다!,"스포츠, 판타지",625,625,18,18,64.57%,64.57
62,https://novel.munpia.com/477614,477614,62,겸업백작,천재 과학자가 공룡으로 돈복사함,현대판타지,625,625,9,9,78.23%,78.23
63,https://novel.munpia.com/482086,482086,63,류진호,삼국지: 조조의 마누라를 뺏어버렸다,"대체역사, 드라마",623,623,0,0,59.17%,59.17
64,https://novel.munpia.com/485558,485558,64,로노바,이혼 후 재벌가 출신 전처가 매달린다,"현대판타지, 드라마",604,604,0,0,68.72%,68.72
65,https://novel.munpia.com/481784,481784,65,린더,방구석 메카닉은 종말이 쉽다,"현대판타지, 게임",582,582,0,0,67.70%,67.7
66,https://novel.munpia.com/477156,477156,66,Readoff,방출 당하고 천재 투수가 되었다,"스포츠, 현대판타지",576,576,7,7,22.43%,22.43
67,https://novel.munpia.com/475822,475822,67,곽탁타,뗀석기로 우주방어,"대체역사, SF",571,571,1,1,60.65%,60.65
68,https://novel.munpia.com/484497,484497,68,아바타.,이번 생은 아무것도 안 할 건데 돈이 너무 많음,현대판타지,564,564,-1,-1,-,
69,https://novel.munpia.com/476151,476151,69,발타자,국가대표 사격천재의 게임방송,"현대판타지, 스포츠",519,519,0,0,42.39%,42.39
70,https://novel.munpia.com/481054,481054,70,햄버그,기연수선전,"무협, 판타지",510,510,0,0,79.13%,79.13
71,https://novel.munpia.com/477026,477026,71,장스,5살부터 시작하는 게임 개발,"현대판타지, 게임",489,489,1,1,60.92%,60.92
72,https://novel.munpia.com/482497,482497,72,늬파랑,방구석에서 돈을 너무 쉽게 번다,"현대판타지, 퓨전",447,447,4,4,53.41%,53.41
73,https://novel.munpia.com/479491,479491,73,반고르,돌아온 북부 대공은 전쟁의 신(神),"판타지, 전쟁·밀리터리",447,447,2,2,49.59%,49.59
74,https://novel.munpia.com/485080,485080,74,치킨동무,상남자가 영조를 키우는 법,"대체역사, 퓨전",410,410,3,3,-,
75,https://novel.munpia.com/476049,476049,75,토이카,멸망 커뮤니티의 신급 뉴비,"현대판타지, 퓨전",406,406,-55,-55,50.63%,50.63
76,https://novel.munpia.com/476202,476202,76,이그드라시,대영제국이 양심을 장착함,"대체역사, 판타지",400,400,4,4,53.68%,53.68
77,https://novel.munpia.com/484122,484122,77,13월생,물려받은 유산덕에 통장 잔고가 계속 쌓임,"현대판타지, 퓨전",393,393,4,4,65.10%,65.1
78,https://novel.munpia.com/476785,476785,78,구채,1헥타르 아공간으로 개꿀 라이프,"현대판타지, 판타지",381,381,6,6,32.54%,32.54
79,https://novel.munpia.com/477945,477945,79,동동아리,동창의 서고지기,"무협, 드라마",381,381,3,3,35.89%,35.89
80,https://novel.munpia.com/479245,479245,80,인더정글,악마의 재능으로 역대급 리드오프,"스포츠, 현대판타지",374,374,3,3,44.78%,44.78
81,https://novel.munpia.com/485087,485087,81,꿈가득남,나는 돈을 벌고 행복을 산다,"현대판타지, 판타지",370,370,-7,-7,61.12%,61.12
82,https://novel.munpia.com/485772,485772,82,잭꿀,내 힐 사정거리 무한,"현대판타지, 퓨전",366,366,3,3,-,
83,https://novel.munpia.com/482750,482750,83,달꿀,돈 쓸어담는 2회차 방산천재의 K-인더스트리,현대판타지,364,364,3,3,67.70%,67.7
84,https://novel.munpia.com/475946,475946,84,파라모르템,800억 있어도 출근하는 강 대리,현대판타지,340,340,4,4,21.82%,21.82
85,https://novel.munpia.com/483122,483122,85,시윤™,퇴사 후 슬라임을 키웠더니 인생 역전,"현대판타지, 퓨전",337,337,4,4,44.89%,44.89
86,https://novel.munpia.com/482758,482758,86,테드K,1000조를 굴리는 인턴,"현대판타지, 대체역사",337,337,1,1,-,
87,https://novel.munpia.com/475599,475599,87,첨G,멸망할 세계의 파견 용사,"판타지, 퓨전",322,322,12,12,46.65%,46.65
88,https://novel.munpia.com/475952,475952,88,닥터베르,웹소 작가 이세계 다이어리,"퓨전, 판타지",314,314,3,3,30.08%,30.08
89,https://novel.munpia.com/485683,485683,89,류송,돈 버는 능력이 자꾸 생긴다,"현대판타지, 퓨전",313,313,1,1,-,
90,https://novel.munpia.com/476855,476855,90,원태훈,헌터가 선협 세상에서 살아남는 법,"무협, 퓨전",307,307,2,2,61.08%,61.08
91,https://novel.munpia.com/484076,484076,91,글럼프,엔터 옮기고 대박 터짐,"현대판타지, 퓨전",303,303,2,2,70.17%,70.17
92,https://novel.munpia.com/477537,477537,92,탁틴,초월급 한의사가 다 고침.,"현대판타지, 퓨전",285,285,5,5,45.09%,45.09
93,https://novel.munpia.com/476344,476344,93,다물랑,역적이 꿈꾸는 제국,"대체역사, 퓨전",279,279,3,3,53.13%,53.13
94,https://novel.munpia.com/485081,485081,94,제품명,경작수선전(耕作修仙傳),"무협, 판타지",278,278,1,1,-,
95,https://novel.munpia.com/482287,482287,95,따상,정이 많은 농부로 착각당했다,"현대판타지, 퓨전",277,277,6,6,-,
96,https://novel.munpia.com/481022,481022,96,김메탈,이혼 후 문자가 돈을 벌어다 줌,현대판타지,276,276,10,10,60.36%,60.36
97,https://novel.munpia.com/477950,477950,97,조비본,술만 만들었는데 무림 명가가 되었다,"무협, 대체역사",270,270,1,1,65.53%,65.53
98,https://novel.munpia.com/481372,481372,98,쇠글씨,시체 닦다가 SSS급 헌터 됐습니다.,"퓨전, 현대판타지",264,264,2,2,42.10%,42.1
99,https://novel.munpia.com/478259,478259,99,백약지장,1330 고려 망나니가 몽골을 지배함,"대체역사, 판타지",257,257,3,3,61.52%,61.52
100,https://novel.munpia.com/476026,476026,100,yt0709,비선출이 공을 너무 잘 던짐,"스포츠, 퓨전",255,255,3,3,32.52%,32.52
101,https://novel.munpia.com/477238,477238,101,왕형님,공무원이 아이돌을 잘 키움,현대판타지,251,251,9,9,69.95%,69.95
102,https://novel.munpia.com/475645,475645,102,글로운,폐급 신입사원이 AI를 숨김,"현대판타지, 판타지",249,249,3,3,52.87%,52.87
103,https://novel.munpia.com/476924,476924,103,글철인,S급 특성 포식으로 검도수선전,"무협, 퓨전",245,245,-66,-66,48.24%,48.24
104,https://novel.munpia.com/482608,482608,104,하늘땅사이,재벌집 첫째 아들,"현대판타지, 판타지",243,243,0,0,58.96%,58.96
105,https://novel.munpia.com/483910,483910,105,익사,아빠는 월드 클래스!,"스포츠, 현대판타지",235,235,2,2,76.06%,76.06
106,https://novel.munpia.com/477791,477791,106,용용드래곤,최종보스지만 농사짓습니다,"현대판타지, 판타지",234,234,2,2,49.81%,49.81
107,https://novel.munpia.com/486257,486257,107,사슴벌레턱,내 정원이 괴물을 먹음,"현대판타지, 판타지",234,234,2,2,-,
108,https://novel.munpia.com/483378,483378,108,[세인토],나 혼자 아포칼립스에서 뽑기로 꿀빠는 법,"판타지, 퓨전",231,231,5,5,77.16%,77.16
109,https://novel.munpia.com/483129,483129,109,대박난작가,마나가 무한이면 모든 게 쉬워진다,현대판타지,224,224,22,22,50.13%,50.13
110,https://novel.munpia.com/481939,481939,110,오렌,초월무쌍,"현대판타지, 퓨전",223,223,1,1,70.04%,70.04
111,https://novel.munpia.com/477706,477706,111,매드캣,보급형 프로이센의 왕이 되었다,"대체역사, 전쟁·밀리터리",207,207,44,44,61.39%,61.39
112,https://novel.munpia.com/479971,479971,112,째개,아포칼립스 꿈의 집 만들기,"현대판타지, 게임",200,200,2,2,38.29%,38.29
113,https://novel.munpia.com/478107,478107,113,Analog감성,이성계 아들이 사업을 잘함,"대체역사, 판타지",193,193,12,12,74.96%,74.96
114,https://novel.munpia.com/477023,477023,114,그링스,C급 타자 몸값이 미친듯이 오름,"스포츠, 현대판타지",191,191,-73,-73,44.05%,44.05
115,https://novel.munpia.com/480538,480538,115,강원산,명가의 아들은 9서클 회귀마법사,"현대판타지, 퓨전",191,191,1,1,39.12%,39.12
116,https://novel.munpia.com/477005,477005,116,김첼프,야구 천재 영결집 막내아들,"스포츠, 현대판타지",189,189,-1,-1,31.55%,31.55
117,https://novel.munpia.com/481628,481628,117,시인단테,차원 이동자의 영지는 AI기사로 캐리한다,"판타지, 퓨전",188,188,0,0,61.61%,61.61
118,https://novel.munpia.com/482375,482375,118,사제르트,로마노프 살리기,"대체역사, 판타지",183,183,0,0,63.29%,63.29
119,https://novel.munpia.com/475580,475580,119,벤조,삼국지 애비 셋 후레자식의 아들이 되었다,"대체역사, 판타지",179,179,2,2,39.30%,39.3
120,https://novel.munpia.com/477904,477904,120,노란커피,수행자 아나긴,판타지,178,178,-1,-1,36.37%,36.37
121,https://novel.munpia.com/475983,475983,121,아랫뉘,항우는 유방의 제국을 빼앗는다,"대체역사, 전쟁·밀리터리",176,176,-1,-1,31.30%,31.3
122,https://novel.munpia.com/481470,481470,122,허브캣,대우주시대의 전생자는 타이탄에 오른다,"퓨전, SF",175,175,0,0,80.96%,80.96
123,https://novel.munpia.com/483934,483934,123,아몬드빵,퇴근하고 스타 몇판 하는데 이게 돈이 된다,"현대판타지, 스포츠",167,167,0,0,-,
124,https://novel.munpia.com/485620,485620,124,손연우,역대급 뇌지컬을 각성했다,"퓨전, 무협",166,166,0,0,-,
125,https://novel.munpia.com/478843,478843,125,소울바운드,검은 머리 메이저리거,"스포츠, 대체역사",165,165,2,2,42.57%,42.57
126,https://novel.munpia.com/476540,476540,126,에그빵,게임속 버그를 때려잡았더니 코드가 보임,"현대판타지, 퓨전",162,162,0,0,55.12%,55.12
127,https://novel.munpia.com/480672,480672,127,에스투팍,천재 배우는 재능이 너무 많음,"현대판타지, 퓨전",161,161,22,22,56.11%,56.11
128,https://novel.munpia.com/479065,479065,128,낙락장송,삼국지 : 촉한개발5개년계획,"대체역사, 현대판타지",156,156,19,19,59.94%,59.94
129,https://novel.munpia.com/477953,477953,129,살생금지,무한 창고 in 아포칼립스,"현대판타지, 판타지",152,152,-1,-1,36.74%,36.74
130,https://novel.munpia.com/478263,478263,130,강현석,고려의 대물이 북벌을 잘함,"대체역사, 전쟁·밀리터리",150,150,6,6,70.37%,70.37
131,https://novel.munpia.com/479996,479996,131,복현,자고 일어나면 돈이 생김,"현대판타지, 판타지",149,149,-2,-2,42.29%,42.29
132,https://novel.munpia.com/484479,484479,132,왕모찌,초월급 네크로맨서의 아포칼립스,"현대판타지, 퓨전",146,146,6,6,74.27%,74.27
133,https://novel.munpia.com/483720,483720,133,청송(靑松),초월 스킬로 초월급 헌터,"판타지, 현대판타지",145,145,6,6,34.04%,34.04
134,https://novel.munpia.com/482508,482508,134,소모사,돈 버는 재능이 계속 열려,"현대판타지, 퓨전",145,145,-1,-1,55.37%,55.37
135,https://novel.munpia.com/476742,476742,135,데거스,벼락 맞은 무공 천재,"무협, 판타지",144,144,8,8,49.62%,49.62
136,https://novel.munpia.com/476657,476657,136,Ame바,회귀한 해버지가 전부 잘함.,"스포츠, 현대판타지",143,143,-4,-4,30.44%,30.44
137,https://novel.munpia.com/477169,477169,137,코다,텍본 들고 시작하는 헌터 생활,"현대판타지, 퓨전",142,142,8,8,44.50%,44.5
138,https://novel.munpia.com/483902,483902,138,호방한,방 한 칸부터 시작하는 아포칼립스,"현대판타지, 판타지",142,142,-3,-3,65.56%,65.56
139,https://novel.munpia.com/484395,484395,139,교리패인,허세관종으로 발롱도르,"스포츠, 현대판타지",142,142,-5,-5,58.04%,58.04
140,https://novel.munpia.com/482228,482228,140,mensol,무명배우가 힘을 되찾음,현대판타지,140,140,0,0,45.42%,45.42
141,https://novel.munpia.com/481694,481694,141,chobojakga,타임워프로 삼국지 관료가 되다,"대체역사, 팬픽·패러디",139,139,-4,-4,50.70%,50.7
142,https://novel.munpia.com/481115,481115,142,검장,조선용병대,"대체역사, 전쟁·밀리터리",137,137,0,0,62.22%,62.22
143,https://novel.munpia.com/483225,483225,143,녹수(?水),범죄자 처단후 돈이 미친듯이 쌓임,"현대판타지, 퓨전",134,134,3,3,48.21%,48.21
144,https://novel.munpia.com/486879,486879,144,체대생,죽은 마누라 덕에 돈을 쓸어담음,"현대판타지, 드라마",132,132,4,4,-,
145,https://novel.munpia.com/476269,476269,145,피카대장,낙하산 PD가 일을 너무 잘함,"현대판타지, 판타지",126,126,5,5,39.16%,39.16
146,https://novel.munpia.com/482600,482600,146,레몬비어,삼국지: 동탁의 손주 사위,"대체역사, 판타지",125,125,5,5,67.87%,67.87
147,https://novel.munpia.com/476248,476248,147,새둥이,별 줍고 천재 사업가,현대판타지,124,124,7,7,38.74%,38.74
148,https://novel.munpia.com/485667,485667,148,담하파,안뛰어도 발롱도르,"스포츠, 현대판타지",124,124,4,4,-,
149,https://novel.munpia.com/477222,477222,149,적확,경제천재의 나치독일(진) 정상화,"대체역사, 일반소설",119,119,4,4,30.43%,30.43
150,https://novel.munpia.com/483956,483956,150,하요.,엘프와 국제결혼으로 초대박,"현대판타지, 판타지",114,114,-20,-20,47.09%,47.09
151,https://novel.munpia.com/477717,477717,151,Abyss사서,무공 천재 마법사 되기,"판타지, 퓨전",107,107,10,10,56.98%,56.98
152,https://novel.munpia.com/478432,478432,152,선우선사,야만의 시대를 씹어먹는 K-NAVY,"대체역사, 전쟁·밀리터리",101,101,4,4,21.32%,21.32
153,https://novel.munpia.com/477301,477301,153,털보아조씨,삼국지 : 패왕주유기,"대체역사, 전쟁·밀리터리",101,101,13,13,47.30%,47.3
154,https://novel.munpia.com/476940,476940,154,유빈(維彬),내가 만든 초지능 AI가 돈을 잘 범,"현대판타지, SF",100,100,3,3,8.26%,8.26
155,https://novel.munpia.com/485530,485530,155,청령(淸鈴),"사직서 던진 날, 압류 버튼이 생겼다",현대판타지,100,100,4,4,50.08%,50.08
156,https://novel.munpia.com/476591,476591,156,오천광,복수의 정석,"현대판타지, 퓨전",99,99,2,2,55.96%,55.96
157,https://novel.munpia.com/477955,477955,157,달빛먹은곰,몰락한 지방 향리 아들의 슬기로운 고려 망국 극복기,"대체역사, 판타지",98,98,3,3,51.61%,51.61
158,https://novel.munpia.com/486313,486313,158,산천(山川),일반인 비선출이 농구를 너무 잘함,"스포츠, 판타지",96,96,6,6,-,
159,https://novel.munpia.com/484568,484568,159,애너그램™,헌터가 탑에서 세금으로 돈을 복사함,"현대판타지, 판타지",95,95,4,4,-,
160,https://novel.munpia.com/477883,477883,160,마지막한자,마공이 너무 쉬움,무협,94,94,17,17,43.44%,43.44
161,https://novel.munpia.com/477067,477067,161,청학윤,이혼했더니 돈과 여자가 칙칙폭폭,"현대판타지, 판타지",94,94,4,4,25.31%,25.31
162,https://novel.munpia.com/476329,476329,162,더블루츠,만렙 찍는 짐꾼,"판타지, 퓨전",93,93,0,0,-,
163,https://novel.munpia.com/478637,478637,163,주룡™,인간에서 신까지 : 불사자 일대기,"대체역사, 퓨전",92,92,4,4,55.88%,55.88
164,https://novel.munpia.com/478466,478466,164,기연™,"마교의 천재 무공연구관, 무학관 애송이 생도가 되었다",무협,87,87,4,4,52.35%,52.35
165,https://novel.munpia.com/484010,484010,165,뚱그레이,삼국지: 유비의 치트키가 되었다.,"대체역사, 전쟁·밀리터리",85,85,4,4,-,
166,https://novel.munpia.com/484012,484012,166,한맹하,시스템 수선전,"무협, 판타지",84,84,4,4,-,
167,https://novel.munpia.com/486660,486660,167,오징어금값,초월급 한의사 무림에서 귀환하다,"현대판타지, 무협",79,79,4,4,-,
168,https://novel.munpia.com/479757,479757,168,수제고구마,초월급 재능 구매로 탑을 공략,판타지,78,78,29,29,53.49%,53.49
169,https://novel.munpia.com/483860,483860,169,혜음,전생에 진선이었다,"현대판타지, 무협",77,77,32,32,60.27%,60.27
170,https://novel.munpia.com/475519,475519,170,곰산타,불로소득 아싸 마법사가 구원을 외주함,"현대판타지, 판타지",76,76,20,20,45.28%,45.28
171,https://novel.munpia.com/485697,485697,171,쇠테리어,조선 시대에 다있소를 열었다,대체역사,75,75,2,2,-,
172,https://novel.munpia.com/477165,477165,172,나정치,꿈꾸면 노나는 매니저,"현대판타지, 드라마",74,74,0,0,61.50%,61.5
173,https://novel.munpia.com/484827,484827,173,E급작가,최초로 제작 각성자가 되었다.,"판타지, 퓨전",73,73,29,29,-,
174,https://novel.munpia.com/486834,486834,174,메인작가,이혼 후 재벌이 되었다,"현대판타지, 판타지",69,69,2,2,-,
175,https://novel.munpia.com/477724,477724,175,페이소,귀농한 아빠는 천재작가,"현대판타지, 퓨전",67,67,-81,-81,36.03%,36.03
176,https://novel.munpia.com/483425,483425,176,맛깔란,광마환생(狂魔幻生),무협,66,66,-1,-1,-,
177,https://novel.munpia.com/480699,480699,177,악어뿔,은퇴무사(隱退武士),무협,63,63,1,1,35.30%,35.3
178,https://novel.munpia.com/479304,479304,178,쩹쩨비,건담이 탑을 오름,"판타지, SF",62,62,1,1,37.53%,37.53
179,https://novel.munpia.com/486327,486327,179,딩글,내가 만드는 스킬은 다 좋음,"현대판타지, 퓨전",62,62,5,5,-,
180,https://novel.munpia.com/475667,475667,180,서관도,게임 속 무명용사가 되었다,"판타지, 퓨전",61,61,-124,-124,48.75%,48.75
181,https://novel.munpia.com/475968,475968,181,TigerFish,중세에서 날먹 하려는데 용이 내려옴,"대체역사, 판타지",59,59,0,0,35.97%,35.97
182,https://novel.munpia.com/477421,477421,182,감자세상,쓰레기 매니저가 정신을 차림,"현대판타지, 퓨전",57,57,1,1,39.84%,39.84
183,https://novel.munpia.com/481913,481913,183,행호사,쟁자수에서 신선까지,"무협, 퓨전",55,55,5,5,41.23%,41.23
184,https://novel.munpia.com/475937,475937,184,블라님,7회차 축구천재가 축구를 싫어함,"스포츠, 현대판타지",55,55,2,2,-,
185,https://novel.munpia.com/476123,476123,185,복면작가,돈 버는 재능이 미쳤습니다,"현대판타지, 드라마",54,54,0,0,19.19%,19.19
186,https://novel.munpia.com/480968,480968,186,독수리3호,고수가 되었다.,무협,53,53,7,7,30.54%,30.54
187,https://novel.munpia.com/480956,480956,187,베르헤라,우리 아빠가 아포칼립스 최강자,"판타지, 현대판타지",53,53,0,0,42.25%,42.25
188,https://novel.munpia.com/475704,475704,188,공공원,1조짜리 재능으로 미슐랭 탑스타,"현대판타지, 드라마",53,53,1,1,-,
189,https://novel.munpia.com/482525,482525,189,한강토,박정희를 존경했던 그가 김재규로 환생했다,"대체역사, 현대판타지",53,53,6,6,-,
190,https://novel.munpia.com/476287,476287,190,gordon,레벨업 무림,"무협, 퓨전",51,51,27,27,43.36%,43.36
191,https://novel.munpia.com/476401,476401,191,민젤,"기(氣)를 보는 소녀, 이계 수선전","판타지, 현대판타지",51,51,0,0,80.00%,80.0
192,https://novel.munpia.com/476852,476852,192,트뤼포,Mr.한류!,"현대판타지, 드라마",49,49,2,2,55.36%,55.36
