crawl_rank,novel_url,novel_id,rank_number,author,title,genre,view_count,view_count_number,rank_change,rank_change_number,reading_rate,reading_rate_number
45,https://novel.munpia.com/476235,476235,45,담하파,내가 사면 무조건 오름,"현대판타지, 퓨전","1,078",1078,3,3.0,41.45%,41.45
46,https://novel.munpia.com/476794,476794,46,김형준™,아포칼립스 회귀자의 만능셸터,"현대판타지, 퓨전","1,069",1069,6,6.0,50.46%,50.46
47,https://novel.munpia.com/475528,475528,47,디파일러,퇴사 후 사기급 특성들을 각성했다,"현대판타지, 퓨전","1,058",1058,2,2.0,38.45%,38.45
48,https://novel.munpia.com/478990,478990,48,글코틴,이혼 후 돈이 굴러들어옴,"현대판타지, 판타지","1,050",1050,18,18.0,63.16%,63.16
49,https://novel.munpia.com/476831,476831,49,뿌링틀,연방의 에이스로 살아남기.,"대체역사, 전쟁·밀리터리","1,048",1048,1,1.0,61.48%,61.48
50,https://novel.munpia.com/483716,483716,50,발칸레이븐,미친 재능으로 1000000000000000원 번다,"현대판타지, 퓨전",950,950,3,3.0,79.12%,79.12
51,https://novel.munpia.com/482445,482445,51,한준솔봄,폐급 낙하산이 유일급이었음,현대판타지,931,931,3,3.0,70.08%,70.08
52,https://novel.munpia.com/477934,477934,52,l살별l,연구만 했는데 돈이 쌓임,현대판타지,827,827,4,4.0,43.14%,43.14
53,https://novel.munpia.com/482756,482756,53,안경쓴팬더,환생 수선전,"무협, 퓨전",820,820,4,4.0,84.83%,84.83
54,https://novel.munpia.com/476256,476256,54,다큐인생,초지능체로 돌아왔다,"현대판타지, 드라마",753,753,4,4.0,51.15%,51.15
55,https://novel.munpia.com/477152,477152,55,청학윤,삼전도의 헤드샷 조선왕자,"대체역사, 전쟁·밀리터리",686,686,7,7.0,68.30%,68.3
56,https://novel.munpia.com/480522,480522,56,행운요정,콕피트의 히로인,"SF, 스포츠",684,684,3,3.0,77.68%,77.68
57,https://novel.munpia.com/483391,483391,57,홀본,고인물 스트라이커가 겸손을 숨김.,"스포츠, 현대판타지",673,673,3,3.0,-,
58,https://novel.munpia.com/483446,483446,58,프링글,백작가 막내아들이 마법공학을 잘함,"판타지, 퓨전",666,666,5,5.0,81.44%,81.44
59,https://novel.munpia.com/481817,481817,59,동쭉,선협세계의 환생자로 살아남기,"무협, 판타지",659,659,2,2.0,68.55%,68.55
60,https://novel.munpia.com/476099,476099,60,글쓰는문어,그 깡촌엔 명의가 산다,"현대판타지, 판타지",651,651,4,4.0,72.12%,72.12
61,https://novel.munpia.com/484867,484867,61,태양물고기,"축기 가문, 내가 살림","무협, 퓨전",581,581,4,4.0,81.25%,81.25
62,https://novel.munpia.com/476367,476367,62,귤잠꾼,농사하다 갤러리를 주웠다,"현대판타지, 판타지",556,556,6,6.0,46.83%,46.83
63,https://novel.munpia.com/485558,485558,63,로노바,이혼 후 재벌가 출신 전처가 매달린다,"현대판타지, 드라마",556,556,-8,-8.0,-,
64,https://novel.munpia.com/482086,482086,64,류진호,삼국지: 조조의 마누라를 뺏어버렸다,"대체역사, 드라마",533,533,3,3.0,61.06%,61.06
65,https://novel.munpia.com/478548,478548,65,아이언강,N잡러지만 사는 게 참 쉽다!,"현대판타지, 퓨전",460,460,4,4.0,31.04%,31.04
66,https://novel.munpia.com/476051,476051,66,쿤타세계관,조선에 망조 따윈 없다,"대체역사, 판타지",437,437,-35,-35.0,49.25%,49.25
67,https://novel.munpia.com/475822,475822,67,곽탁타,뗀석기로 우주방어,"대체역사, SF",432,432,7,7.0,60.57%,60.57
68,https://novel.munpia.com/476151,476151,68,발타자,국가대표 사격천재의 게임방송,"현대판타지, 스포츠",427,427,4,4.0,42.70%,42.7
69,https://novel.munpia.com/477026,477026,69,장스,평행세계에선 내가 천재 게임 개발자?,"현대판타지, 대체역사",427,427,1,1.0,62.65%,62.65
70,https://novel.munpia.com/478049,478049,70,어진용,순례하는 네크로맨서,판타지,396,396,3,3.0,41.01%,41.01
71,https://novel.munpia.com/485087,485087,71,꿈가득남,나는 돈을 벌고 행복을 산다,"현대판타지, 판타지",396,396,4,4.0,66.93%,66.93
72,https://novel.munpia.com/482497,482497,72,늬파랑,천재 해커가 돈을 너무 쉽게 벎,"현대판타지, 퓨전",395,395,6,6.0,58.55%,58.55
73,https://novel.munpia.com/484497,484497,73,아바타.,이번 생은 아무것도 안 할 건데 돈이 너무 많음,현대판타지,389,389,3,3.0,-,
74,https://novel.munpia.com/476202,476202,74,이그드라시,대영제국이 양심을 장착함,"대체역사, 판타지",378,378,5,5.0,54.27%,54.27
75,https://novel.munpia.com/477945,477945,75,동동아리,동창의 서고지기,"무협, 드라마",376,376,2,2.0,38.92%,38.92
76,https://novel.munpia.com/477706,477706,76,매드캣,보급형 프로이센의 왕이 되었다,"대체역사, 전쟁·밀리터리",360,360,7,7.0,63.44%,63.44
77,https://novel.munpia.com/476785,476785,77,구채,1헥타르 아공간으로 개꿀 라이프,"현대판타지, 판타지",358,358,5,5.0,35.17%,35.17
78,https://novel.munpia.com/479491,479491,78,반고르,돌아온 북부 대공은 전쟁의 신(神),"판타지, 전쟁·밀리터리",350,350,2,2.0,49.85%,49.85
79,https://novel.munpia.com/479245,479245,79,인더정글,악마의 재능으로 역대급 리드오프,"스포츠, 현대판타지",345,345,2,2.0,46.68%,46.68
80,https://novel.munpia.com/475946,475946,80,파라모르템,800억 있어도 출근하는 강 대리,현대판타지,330,330,4,4.0,23.01%,23.01
81,https://novel.munpia.com/475952,475952,81,닥터베르,웹소 작가 이세계 다이어리,"퓨전, 판타지",314,314,4,4.0,31.76%,31.76
82,https://novel.munpia.com/481007,481007,82,버드와칭,방출 후 잠만 자도 영감이 쏟아짐,"현대판타지, 판타지",300,300,5,5.0,42.36%,42.36
83,https://novel.munpia.com/477724,477724,83,페이소,귀농한 아빠는 천재작가,"현대판타지, 퓨전",298,298,3,3.0,39.75%,39.75
84,https://novel.munpia.com/482750,482750,84,달꿀,돈 쓸어담는 2회차 방산천재의 K-인더스트리,현대판타지,288,288,8,8.0,67.95%,67.95
85,https://novel.munpia.com/477395,477395,85,페디아,FA 직전 로또에 당첨됐다!,"스포츠, 현대판타지",287,287,-76,-76.0,165.09%,
86,https://novel.munpia.com/483122,483122,86,시윤™,퇴사 후 슬라임을 키웠더니 인생 역전,"현대판타지, 퓨전",280,280,7,7.0,47.17%,47.17
87,https://novel.munpia.com/477156,477156,87,Readoff,방출 당하고 천재 투수가 되었다,"스포츠, 현대판타지",279,279,-52,-52.0,24.60%,24.6
88,https://novel.munpia.com/484122,484122,88,13월생,물려받은 유산덕에 통장 잔고가 계속 쌓임,"현대판타지, 퓨전",278,278,7,7.0,66.92%,66.92
89,https://novel.munpia.com/485772,485772,89,잭꿀,내 힐 사정거리 무한,"현대판타지, 퓨전",274,274,5,5.0,-,
90,https://novel.munpia.com/477883,477883,90,마지막한자,마공이 너무 쉬움,무협,273,273,0,0.0,46.75%,46.75
91,https://novel.munpia.com/476855,476855,91,원태훈,헌터가 선협 세상에서 살아남는 법,"무협, 퓨전",270,270,10,10.0,61.93%,61.93
92,https://novel.munpia.com/475808,475808,92,구사(龜沙),영조 사위가 상태창을 숨김,"대체역사, 퓨전",267,267,38,38.0,47.82%,47.82
93,https://novel.munpia.com/484076,484076,93,글럼프,엔터 옮기고 대박 터짐,"현대판타지, 퓨전",260,260,3,3.0,-,
94,https://novel.munpia.com/477614,477614,94,겸업백작,퇴사 후 공룡으로 창업합니다.,현대판타지,259,259,-43,-43.0,80.60%,80.6
95,https://novel.munpia.com/481372,481372,95,쇠글씨,시체 닦다가 SSS급 헌터 됐습니다.,"퓨전, 현대판타지",259,259,3,3.0,47.47%,47.47
96,https://novel.munpia.com/482758,482758,96,테드K,1000조를 버는 투자자,"현대판타지, 대체역사",259,259,1,1.0,-,
97,https://novel.munpia.com/476344,476344,97,다물랑,역적이 꿈꾸는 제국,"대체역사, 퓨전",253,253,3,3.0,54.68%,54.68
98,https://novel.munpia.com/476026,476026,98,yt0709,비선출이 공을 너무 잘 던짐,"스포츠, 퓨전",253,253,1,1.0,34.58%,34.58
99,https://novel.munpia.com/485081,485081,99,제품명,경작수선전(耕作修仙傳),"무협, 판타지",232,232,-8,-8.0,-,
100,https://novel.munpia.com/477537,477537,100,탁틴,초짜 한의사는 침으로 못하는 게 없다.,"현대판타지, 퓨전",228,228,5,5.0,46.80%,46.8
101,https://novel.munpia.com/483676,483676,101,더블빅,지옥에서 100년 연습한 천재 투수,"스포츠, 현대판타지",224,224,1,1.0,-,
102,https://novel.munpia.com/485683,485683,102,류송,폭등할 자산이 눈에 보여,"현대판타지, 퓨전",223,223,5,5.0,-,
103,https://novel.munpia.com/479757,479757,103,수제고구마,초월급 재능 구매로 탑을 공략,판타지,217,217,1,1.0,60.59%,60.59
104,https://novel.munpia.com/483860,483860,104,혜음,전생에 진선이었다,"현대판타지, 무협",215,215,2,2.0,-,
105,https://novel.munpia.com/482608,482608,105,하늘땅사이,재벌집 첫째 아들,"현대판타지, 판타지",209,209,4,4.0,61.83%,61.83
106,https://novel.munpia.com/482340,482340,106,로빈(爐彬),서울에 핵 쏜 새끼 찾습니다,"현대판타지, 대체역사",204,204,2,2.0,-,
107,https://novel.munpia.com/475645,475645,107,글로운,AI각성 후 천재 사원이 되었다,"현대판타지, 판타지",199,199,3,3.0,59.76%,59.76
108,https://novel.munpia.com/479971,479971,108,째개,아포칼립스 꿈의 집 만들기,"현대판타지, 게임",196,196,3,3.0,42.20%,42.2
109,https://novel.munpia.com/485080,485080,109,치킨동무,상남자가 영조를 키우는 법,"대체역사, 퓨전",196,196,7,7.0,-,
110,https://novel.munpia.com/476020,476020,110,서야(書夜),만년 만에 돌아온 재벌이 돈을 너무 잘 벌음,"판타지, 현대판타지",189,189,5,5.0,38.69%,38.69
111,https://novel.munpia.com/485562,485562,111,포더엠,중세 판타지에서 능력 흡수로 마법 천재,"판타지, 퓨전",188,188,1,1.0,-,
112,https://novel.munpia.com/477791,477791,112,용용드래곤,최종보스지만 농사짓습니다,"현대판타지, 판타지",186,186,6,6.0,51.65%,51.65
113,https://novel.munpia.com/478259,478259,113,백약지장,1330 고려 망나니가 몽골을 지배함,"대체역사, 판타지",185,185,0,0.0,65.66%,65.66
114,https://novel.munpia.com/485291,485291,114,포기하지마,폭망한 걸그룹과 한 침대에서 깨어났다,"현대판타지, 드라마",181,181,0,0.0,-,
115,https://novel.munpia.com/477005,477005,115,김첼프,야구 천재 영결집 막내아들,"스포츠, 현대판타지",178,178,2,2.0,34.67%,34.67
116,https://novel.munpia.com/485814,485814,116,더페이서,침술 천재 한의사가 되었다,"현대판타지, 퓨전",175,175,3,3.0,-,
117,https://novel.munpia.com/481939,481939,117,오렌,초월무쌍,"현대판타지, 퓨전",171,171,6,6.0,76.97%,76.97
118,https://novel.munpia.com/483934,483934,118,아몬드빵,퇴근하고 스타 몇판 하는데 이게 돈이 된다,"현대판타지, 스포츠",171,171,3,3.0,-,
119,https://novel.munpia.com/477950,477950,119,조비본,술만 만들었는데 무림 명가가 되었다,"무협, 대체역사",167,167,5,5.0,67.68%,67.68
120,https://novel.munpia.com/475983,475983,120,아랫뉘,항우는 유방의 제국을 빼앗는다,"대체역사, 전쟁·밀리터리",166,166,5,5.0,34.02%,34.02
121,https://novel.munpia.com/480538,480538,121,강원산,명가의 아들은 9서클 회귀마법사,"현대판타지, 퓨전",164,164,5,5.0,39.84%,39.84
122,https://novel.munpia.com/481628,481628,122,시인단테,차원 이동자의 영지는 AI기사로 캐리한다,"판타지, 퓨전",158,158,5,5.0,65.65%,65.65
123,https://novel.munpia.com/481022,481022,123,김메탈,이혼 후 문자가 돈을 벌어다 줌,현대판타지,155,155,44,44.0,67.50%,67.5
124,https://novel.munpia.com/480860,480860,124,청산자,이세계에서 대체역사소설가가 살아남는 법,"판타지, 대체역사",154,154,27,27.0,75.37%,75.37
125,https://novel.munpia.com/482375,482375,125,사제르트,로마노프 살리기,"대체역사, 판타지",151,151,6,6.0,67.59%,67.59
126,https://novel.munpia.com/477308,477308,126,겨울쥐,아포칼립스의 온실관리인이 되었다.,"현대판타지, 드라마",151,151,2,2.0,57.84%,57.84
127,https://novel.munpia.com/475580,475580,127,벤조,삼국지 애비 셋 후레자식의 아들이 되었다,"대체역사, 판타지",145,145,9,9.0,41.65%,41.65
128,https://novel.munpia.com/476287,476287,128,gordon,레벨업 무림,"무협, 퓨전",144,144,1,1.0,45.48%,45.48
129,https://novel.munpia.com/476453,476453,129,글고흐,A.I. 하나로 돈이 복사됨,현대판타지,144,144,3,3.0,42.22%,42.22
130,https://novel.munpia.com/484827,484827,130,E급작가,최초로 제작 각성자가 되었다.,"판타지, 퓨전",142,142,3,3.0,-,
131,https://novel.munpia.com/478843,478843,131,소울바운드,검은 머리 메이저리거,"스포츠, 대체역사",139,139,14,14.0,42.51%,42.51
132,https://novel.munpia.com/481694,481694,132,chobojakga,타임워프로 삼국지 관료가 되다,"대체역사, 팬픽·패러디",138,138,6,6.0,52.53%,52.53
133,https://novel.munpia.com/477904,477904,133,노란커피,수행자 아나긴,판타지,137,137,1,1.0,38.26%,38.26
134,https://novel.munpia.com/476657,476657,134,Ame바,회귀한 해버지가 전부 잘함.,"스포츠, 현대판타지",137,137,1,1.0,32.32%,32.32
135,https://novel.munpia.com/483902,483902,135,호방한,방 한 칸부터 시작하는 아포칼립스,"현대판타지, 판타지",133,133,2,2.0,-,
136,https://novel.munpia.com/482508,482508,136,소모사,돈 버는 재능이 계속 열려,"현대판타지, 퓨전",132,132,4,4.0,62.10%,62.1
137,https://novel.munpia.com/476540,476540,137,에그빵,게임속 버그를 때려잡았더니 코드가 보임,"현대판타지, 퓨전",132,132,5,5.0,55.18%,55.18
138,https://novel.munpia.com/481970,481970,138,류도율,파혼한 데릴사위는 무공이 너무 쉽다,"판타지, 무협",131,131,1,1.0,40.75%,40.75
139,https://novel.munpia.com/483720,483720,139,청송(靑松),초월 스킬로 초월급 헌터,"판타지, 현대판타지",130,130,2,2.0,36.49%,36.49
140,https://novel.munpia.com/481115,481115,140,검장,조선용병대,"대체역사, 전쟁·밀리터리",128,128,3,3.0,61.38%,61.38
141,https://novel.munpia.com/485620,485620,141,손연우,역대급 뇌지컬을 각성했다,"퓨전, 무협",128,128,5,5.0,-,
142,https://novel.munpia.com/483738,483738,142,필빛,"국가권력급 경찰, 멋짐",현대판타지,123,123,6,6.0,75.43%,75.43
143,https://novel.munpia.com/485621,485621,143,들구름,코인의 고점이 보여서 돈이 벌림,"현대판타지, 퓨전",122,122,6,6.0,-,
144,https://novel.munpia.com/476742,476742,144,데거스,벼락 맞은 무공 천재,"무협, 판타지",117,117,8,8.0,50.97%,50.97
145,https://novel.munpia.com/481470,481470,145,허브캣,대우주시대의 전생자는 타이탄에 오른다,"퓨전, SF",114,114,5,5.0,-,
146,https://novel.munpia.com/483225,483225,146,녹수(?水),지옥 아공간 능력으로 범죄자 처단,"현대판타지, 퓨전",113,113,7,7.0,53.80%,53.8
147,https://novel.munpia.com/477169,477169,147,코다,텍본 들고 시작하는 헌터 생활,"현대판타지, 퓨전",111,111,13,13.0,52.05%,52.05
148,https://novel.munpia.com/481810,481810,148,오뮤,괴물 타자가 선구안을 가짐,"스포츠, 게임",111,111,13,13.0,55.73%,55.73
149,https://novel.munpia.com/478247,478247,149,하얀종이위,회귀했으니 매년 3조씩 기부합니다,"현대판타지, 퓨전",110,110,7,7.0,80.25%,80.25
150,https://novel.munpia.com/482600,482600,150,레몬비어,삼국지: 동탁의 손주 사위,"대체역사, 판타지",109,109,4,4.0,71.64%,71.64
151,https://novel.munpia.com/483378,483378,151,[세인토],나 혼자 아포칼립스에서 뽑기로 꿀빠는 법,"판타지, 퓨전",108,108,-80,-80.0,80.49%,80.49
152,https://novel.munpia.com/478263,478263,152,강현석,고려의 대물이 북벌을 잘함,"대체역사, 전쟁·밀리터리",108,108,3,3.0,69.39%,69.39
153,https://novel.munpia.com/476940,476940,153,유빈(維彬),내가 만든 초지능 AI가 돈을 잘 범,"현대판타지, SF",107,107,5,5.0,8.53%,8.53
154,https://novel.munpia.com/485667,485667,154,담하파,안뛰어도 발롱도르,"스포츠, 현대판타지",106,106,3,3.0,-,
155,https://novel.munpia.com/484395,484395,155,교리패인,허세관종으로 발롱도르,"스포츠, 현대판타지",101,101,4,4.0,63.46%,63.46
156,https://novel.munpia.com/478107,478107,156,Analog감성,이성계 아들이 사업을 잘함,"대체역사, 판타지",99,99,진입,,77.08%,77.08
157,https://novel.munpia.com/486879,486879,157,체대생,죽은 마누라 덕에 돈을 쓸어담음,"현대판타지, 드라마",99,99,-10,-10.0,-,
158,https://novel.munpia.com/484479,484479,158,왕모찌,초월급 네크로맨서의 아포칼립스,"현대판타지, 퓨전",96,96,5,5.0,-,
159,https://novel.munpia.com/478432,478432,159,선우선사,야만의 시대를 씹어먹는 K-NAVY,"대체역사, 전쟁·밀리터리",93,93,3,3.0,22.74%,22.74
160,https://novel.munpia.com/485530,485530,160,청령(淸鈴),"사직서 던진 날, 압류 버튼이 생겼다",현대판타지,92,92,-38,-38.0,-,
161,https://novel.munpia.com/478466,478466,161,기연™,"마교의 천재 무공연구관, 무학관 애송이 생도가 되었다",무협,90,90,3,3.0,55.25%,55.25
162,https://novel.munpia.com/479065,479065,162,낙락장송,삼국지 : 촉한개발5개년계획,"대체역사, 현대판타지",89,89,-74,-74.0,60.74%,60.74
163,https://novel.munpia.com/476591,476591,163,오천광,복수의 정석,"현대판타지, 퓨전",85,85,3,3.0,57.60%,57.6
164,https://novel.munpia.com/477717,477717,164,Abyss사서,무공 천재 마법사 되기,"판타지, 퓨전",80,80,4,4.0,56.25%,56.25
165,https://novel.munpia.com/484568,484568,165,애너그램™,헌터가 탑에서 세금으로 돈을 복사함,"현대판타지, 판타지",80,80,6,6.0,-,
166,https://novel.munpia.com/476248,476248,166,새둥이,별 줍고 천재 사업가,현대판타지,77,77,진입,,38.52%,38.52
167,https://novel.munpia.com/478637,478637,167,주룡™,인간에서 신까지 : 불사자 일대기,"대체역사, 퓨전",77,77,2,2.0,56.25%,56.25
168,https://novel.munpia.com/483956,483956,168,하요.,엘프와 국제결혼으로 초대박,"현대판타지, 판타지",73,73,4,4.0,55.29%,55.29
169,https://novel.munpia.com/477067,477067,169,청학윤,이혼했더니 돈과 여자가 칙칙폭폭,"현대판타지, 판타지",72,72,4,4.0,25.60%,25.6
170,https://novel.munpia.com/477955,477955,170,달빛먹은곰,몰락한 지방 향리 아들의 슬기로운 고려 망국 극복기,"대체역사, 판타지",70,70,6,6.0,45.89%,45.89
171,https://novel.munpia.com/476329,476329,171,더블루츠,만렙 찍는 짐꾼,"판타지, 퓨전",69,69,3,3.0,-,
172,https://novel.munpia.com/486834,486834,172,메인작가,이혼 후 재벌이 되었다,"현대판타지, 판타지",68,68,3,3.0,-,
173,https://novel.munpia.com/477165,477165,173,나정치,"액운(厄運) 이용하는 매니저, 업계 Top이 되다","현대판타지, 드라마",66,66,4,4.0,63.33%,63.33
174,https://novel.munpia.com/477301,477301,174,털보아조씨,삼국지 : 패왕주유기,"대체역사, 전쟁·밀리터리",65,65,37,37.0,48.05%,48.05
175,https://novel.munpia.com/480699,480699,175,악어뿔,은퇴무사(隱退武士),무협,65,65,3,3.0,38.46%,38.46
176,https://novel.munpia.com/483425,483425,176,맛깔란,광마환생(狂魔幻生),무협,62,62,3,3.0,-,
177,https://novel.munpia.com/476123,476123,177,복면작가,돈 버는 재능이 미쳤습니다,"현대판타지, 드라마",61,61,5,5.0,20.16%,20.16
178,https://novel.munpia.com/476982,476982,178,장무(張武),"전술천재, 특전사 대위가 삼국지를 씹어먹음.","대체역사, 전쟁·밀리터리",61,61,2,2.0,25.96%,25.96
179,https://novel.munpia.com/484010,484010,179,뚱그레이,삼국지: 유비의 치트키가 되었다.,"대체역사, 전쟁·밀리터리",61,61,2,2.0,-,
180,https://novel.munpia.com/483910,483910,180,익사,아빠는 월드 클래스!,"스포츠, 현대판타지",60,60,-77,-77.0,-,
181,https://novel.munpia.com/482442,482442,181,쮸르,에픽코덱스,판타지,58,58,3,3.0,-,
182,https://novel.munpia.com/477403,477403,182,허민호,국정원꿀알바였던것,전쟁·밀리터리,58,58,4,4.0,51.62%,51.62
183,https://novel.munpia.com/482287,482287,183,따상,정이 많은 농부로 착각당했다,"현대판타지, 퓨전",57,57,진입,,-,
184,https://novel.munpia.com/475704,475704,184,공공원,1조짜리 재능으로 미슐랭 탑스타,"현대판타지, 드라마",57,57,3,3.0,-,
185,https://novel.munpia.com/476401,476401,185,민젤,"기(氣)를 보는 소녀, 이계 수선전","판타지, 현대판타지",55,55,0,0.0,-,
186,https://novel.munpia.com/477421,477421,186,감자세상,쓰레기 매니저가 정신을 차림,"현대판타지, 퓨전",55,55,2,2.0,40.51%,40.51
187,https://novel.munpia.com/476852,476852,187,트뤼포,Mr.한류!,"현대판타지, 드라마",54,54,2,2.0,-,
