crawl_rank,novel_url,novel_id,rank_number,author,title,genre,view_count,view_count_number,rank_change,rank_change_number,reading_rate,reading_rate_number
48,https://novel.munpia.com/477282,477282,48,글쥐어짜기,내 뚝배기에 날아든 AI,"현대판타지, 판타지",872,872,4,4.0,84.28%,84.28
49,https://novel.munpia.com/476794,476794,49,김형준™,아포칼립스 회귀자의 만능셸터,"현대판타지, 퓨전",818,818,4,4.0,54.08%,54.08
50,https://novel.munpia.com/476051,476051,50,쿤타세계관,조선에 망조 따윈 없다,"대체역사, 판타지",711,711,-20,-20.0,52.62%,52.62
51,https://novel.munpia.com/476256,476256,51,다큐인생,초지능체로 돌아왔다,"현대판타지, 드라마",698,698,3,3.0,57.00%,57.0
52,https://novel.munpia.com/481682,481682,52,천성(天性),"어느 날, 코인 차트가 눈에 떠오르기 시작했다","현대판타지, 퓨전",678,678,8,8.0,89.76%,89.76
53,https://novel.munpia.com/477152,477152,53,청학윤,삼전도의 헤드샷 조선왕자,"대체역사, 전쟁·밀리터리",662,662,6,6.0,72.39%,72.39
54,https://novel.munpia.com/475808,475808,54,구사(龜沙),영조 사위가 상태창을 숨김,"대체역사, 퓨전",652,652,1,1.0,50.92%,50.92
55,https://novel.munpia.com/483716,483716,55,발칸레이븐,미친 재능으로 1000000000000000원 번다,"현대판타지, 퓨전",642,642,3,3.0,-,
56,https://novel.munpia.com/480522,480522,56,행운요정,콕피트의 히로인,"SF, 스포츠",637,637,0,0.0,82.01%,82.01
57,https://novel.munpia.com/475667,475667,57,서관도,게임 속 무명용사가 되었다,"판타지, 퓨전",632,632,0,0.0,55.39%,55.39
58,https://novel.munpia.com/482445,482445,58,한준솔봄,폐급 낙하산이 유일급이었음,현대판타지,629,629,6,6.0,74.12%,74.12
59,https://novel.munpia.com/477395,477395,59,페디아,FA 직전 로또에 당첨됐다!,"스포츠, 현대판타지",628,628,-53,-53.0,75.03%,75.03
60,https://novel.munpia.com/477023,477023,60,그링스,C급 타자 몸값이 미친듯이 오름,"스포츠, 현대판타지",623,623,7,7.0,50.18%,50.18
61,https://novel.munpia.com/476099,476099,61,글쓰는문어,그 깡촌엔 명의가 산다,"현대판타지, 판타지",623,623,0,0.0,54.23%,54.23
62,https://novel.munpia.com/483129,483129,62,대박난작가,마나가 무한이면 모든 게 쉬워진다,현대판타지,610,610,1,1.0,61.40%,61.4
63,https://novel.munpia.com/477934,477934,63,l살별l,연구만 했는데 돈이 쌓임,현대판타지,604,604,2,2.0,45.12%,45.12
64,https://novel.munpia.com/482756,482756,64,안경쓴팬더,환생 수선전,"무협, 퓨전",560,560,8,8.0,87.04%,87.04
65,https://novel.munpia.com/478868,478868,65,havoc,나홀로 진짜 마법사,판타지,543,543,1,1.0,73.50%,73.5
66,https://novel.munpia.com/476835,476835,66,리슝,자동전투하는 네크로맨서,"현대판타지, 판타지",529,529,2,2.0,54.17%,54.17
67,https://novel.munpia.com/476367,476367,67,귤잠꾼,농사하다 갤러리를 주웠다,"현대판타지, 판타지",514,514,6,6.0,50.12%,50.12
68,https://novel.munpia.com/481817,481817,68,동쭉,선협세계의 환생자로 살아남기,"무협, 판타지",511,511,3,3.0,78.02%,78.02
69,https://novel.munpia.com/482086,482086,69,류진호,삼국지: 조조의 마누라를 뺏어버렸다,"대체역사, 드라마",461,461,5,5.0,62.36%,62.36
70,https://novel.munpia.com/481257,481257,70,이나르™,10만년 방치된 우주전함을 주웠다,"판타지, SF",457,457,5,5.0,56.45%,56.45
71,https://novel.munpia.com/483446,483446,71,프링글,백작가 막내아들이 마법공학을 잘함,"판타지, 퓨전",448,448,5,5.0,-,
72,https://novel.munpia.com/476291,476291,72,전작가,전장의 용기사가 사는 법,판타지,445,445,5,5.0,78.92%,78.92
73,https://novel.munpia.com/481784,481784,73,린더,방구석 메카닉은 종말이 쉽다,"현대판타지, 게임",432,432,5,5.0,76.17%,76.17
74,https://novel.munpia.com/478548,478548,74,아이언강,흥신소 또라이 폼 미쳤다,"현대판타지, 퓨전",405,405,5,5.0,32.23%,32.23
75,https://novel.munpia.com/483391,483391,75,홀본,고인물 스트라이커가 겸손을 숨김.,"스포츠, 현대판타지",402,402,5,5.0,-,
76,https://novel.munpia.com/476151,476151,76,발타자,국가대표 사격천재의 스트리밍,"현대판타지, 스포츠",393,393,7,7.0,43.85%,43.85
77,https://novel.munpia.com/481054,481054,77,햄버그,기연수선전,"무협, 판타지",391,391,4,4.0,-,
78,https://novel.munpia.com/477945,477945,78,동동아리,동창의 서고지기,"무협, 드라마",378,378,4,4.0,43.94%,43.94
79,https://novel.munpia.com/476202,476202,79,이그드라시,대영제국이 양심을 장착함,"대체역사, 판타지",376,376,5,5.0,53.91%,53.91
80,https://novel.munpia.com/478049,478049,80,어진용,순례하는 네크로맨서,판타지,364,364,6,6.0,45.88%,45.88
81,https://novel.munpia.com/485558,485558,81,로노바,이혼 후 재벌가 출신 전처가 매달린다,"현대판타지, 드라마",358,358,-11,-11.0,-,
82,https://novel.munpia.com/476785,476785,82,구채,1헥타르 아공간으로 개꿀 라이프,"현대판타지, 판타지",351,351,5,5.0,39.19%,39.19
83,https://novel.munpia.com/477706,477706,83,매드캣,보급형 프로이센의 왕이 되었다,"대체역사, 전쟁·밀리터리",345,345,6,6.0,64.37%,64.37
84,https://novel.munpia.com/477026,477026,84,장스,평행세계에선 내가 천재 게임 개발자?,"현대판타지, 대체역사",329,329,4,4.0,68.90%,68.9
85,https://novel.munpia.com/475952,475952,85,닥터베르,웹소 작가 이세계 다이어리,"퓨전, 판타지",326,326,5,5.0,34.73%,34.73
86,https://novel.munpia.com/475822,475822,86,곽탁타,뗀석기로 우주방어,"대체역사, SF",323,323,10,10.0,63.23%,63.23
87,https://novel.munpia.com/484867,484867,87,태양물고기,"축기 가문, 내가 살림","무협, 퓨전",311,311,6,6.0,-,
88,https://novel.munpia.com/477724,477724,88,페이소,귀농한 아빠는 천재작가,"현대판타지, 퓨전",308,308,4,4.0,40.88%,40.88
89,https://novel.munpia.com/475946,475946,89,파라모르템,800억 있어도 출근하는 강 대리,현대판타지,304,304,6,6.0,24.46%,24.46
90,https://novel.munpia.com/485087,485087,90,꿈가득남,나는 돈을 벌고 행복을 산다,"현대판타지, 판타지",294,294,7,7.0,75.12%,75.12
91,https://novel.munpia.com/479491,479491,91,반고르,돌아온 북부 대공은 전쟁의 신(神),"판타지, 전쟁·밀리터리",286,286,7,7.0,50.67%,50.67
92,https://novel.munpia.com/479245,479245,92,인더정글,악마의 재능으로 역대급 리드오프,"스포츠, 현대판타지",281,281,7,7.0,51.23%,51.23
93,https://novel.munpia.com/482497,482497,93,늬파랑,천재 해커가 돈을 너무 쉽게 벎,"현대판타지, 퓨전",266,266,9,9.0,66.95%,66.95
94,https://novel.munpia.com/481007,481007,94,버드와칭,방출 후 잠만 자도 영감이 쏟아짐,"현대판타지, 판타지",249,249,6,6.0,50.61%,50.61
95,https://novel.munpia.com/477156,477156,95,Readoff,알고 보니 좌완 파이어볼러였다,"스포츠, 현대판타지",240,240,-68,-68.0,29.31%,29.31
96,https://novel.munpia.com/476026,476026,96,yt0709,비선출이 공을 너무 잘 던짐,"스포츠, 퓨전",235,235,5,5.0,35.42%,35.42
97,https://novel.munpia.com/477883,477883,97,마지막한자,마공이 너무 쉬움,무협,230,230,6,6.0,51.22%,51.22
98,https://novel.munpia.com/484497,484497,98,아바타.,이번 생은 아무것도 안 할 건데 돈이 너무 많음,현대판타지,228,228,7,7.0,-,
99,https://novel.munpia.com/476248,476248,99,새둥이,별 줍고 천재 사업가,현대판타지,226,226,5,5.0,37.03%,37.03
100,https://novel.munpia.com/483427,483427,100,재즈소울,각성 첫 날 북한에 메테오를 꽂았다,"현대판타지, 퓨전",225,225,-62,-62.0,60.77%,60.77
101,https://novel.munpia.com/476855,476855,101,원태훈,헌터가 선협 세상에서 살아남는 법,"무협, 퓨전",221,221,7,7.0,62.84%,62.84
102,https://novel.munpia.com/482750,482750,102,달꿀,돈 쓸어담는 2회차 방산천재의 K-인더스트리,현대판타지,217,217,11,11.0,70.17%,70.17
103,https://novel.munpia.com/476344,476344,103,다물랑,역적이 꿈꾸는 제국,"대체역사, 퓨전",214,214,6,6.0,55.32%,55.32
104,https://novel.munpia.com/481372,481372,104,쇠글씨,시체 닦다가 SSS급 헌터 됐습니다.,"퓨전, 현대판타지",210,210,3,3.0,57.05%,57.05
105,https://novel.munpia.com/482375,482375,105,사제르트,로마노프 살리기,"대체역사, 판타지",208,208,5,5.0,72.35%,72.35
106,https://novel.munpia.com/484122,484122,106,13월생,물려받은 전당포에 자꾸 돈이 쌓임,"현대판타지, 퓨전",206,206,9,9.0,74.69%,74.69
107,https://novel.munpia.com/484076,484076,107,글럼프,엔터 옮기고 대박 터짐,"현대판타지, 퓨전",204,204,7,7.0,-,
108,https://novel.munpia.com/475525,475525,108,돈트스탑,방구석 소환사가 살아남는 법,"현대판타지, 판타지",203,203,4,4.0,20.10%,20.1
109,https://novel.munpia.com/477614,477614,109,겸업백작,퇴사 후 공룡으로 창업합니다.,현대판타지,199,199,-61,-61.0,87.60%,87.6
110,https://novel.munpia.com/479971,479971,110,째개,아포칼립스 꿈의 집 만들기,"현대판타지, 게임",192,192,6,6.0,46.89%,46.89
111,https://novel.munpia.com/482608,482608,111,하늘땅사이,재벌집 첫째 아들,"현대판타지, 판타지",187,187,7,7.0,69.66%,69.66
112,https://novel.munpia.com/475645,475645,112,글로운,AI각성 후 천재 사원이 되었다,"현대판타지, 판타지",182,182,9,9.0,62.26%,62.26
113,https://novel.munpia.com/477791,477791,113,용용드래곤,최종보스지만 농사짓습니다,"현대판타지, 판타지",182,182,6,6.0,56.03%,56.03
114,https://novel.munpia.com/482340,482340,114,로빈(爐彬),서울에 핵 쏜 새끼 찾습니다,"현대판타지, 대체역사",181,181,3,3.0,-,
115,https://novel.munpia.com/477005,477005,115,김첼프,야구 천재 영결집 막내아들,"스포츠, 현대판타지",176,176,5,5.0,44.49%,44.49
116,https://novel.munpia.com/476020,476020,116,서야(書夜),만년 만에 돌아온 재벌이 돈을 너무 잘 벌음,"판타지, 현대판타지",169,169,8,8.0,43.85%,43.85
117,https://novel.munpia.com/482287,482287,117,따상,정이 많은 농부로 착각당했다,"현대판타지, 퓨전",167,167,6,6.0,-,
118,https://novel.munpia.com/482758,482758,118,테드K,"인턴이, 1000조를 범","현대판타지, 대체역사",157,157,9,9.0,-,
119,https://novel.munpia.com/480538,480538,119,강원산,명가의 아들은 9서클 회귀마법사,"현대판타지, 퓨전",156,156,6,6.0,46.88%,46.88
120,https://novel.munpia.com/479757,479757,120,수제고구마,초월급 재능 구매로 탑을 공략,판타지,154,154,8,8.0,63.90%,63.9
121,https://novel.munpia.com/485772,485772,121,잭꿀,내 힐 사정거리 무한,"현대판타지, 퓨전",152,152,10,10.0,-,
122,https://novel.munpia.com/483676,483676,122,더블빅,지옥에서 100년 연습한 천재 투수,"스포츠, 현대판타지",152,152,7,7.0,-,
123,https://novel.munpia.com/481939,481939,123,오렌,초월무쌍,"현대판타지, 퓨전",150,150,10,10.0,87.95%,87.95
124,https://novel.munpia.com/475983,475983,124,아랫뉘,항우는 유방의 제국을 빼앗는다,"대체역사, 전쟁·밀리터리",147,147,6,6.0,38.11%,38.11
125,https://novel.munpia.com/477826,477826,125,이춘덕,환생자의 혼백수선전,"무협, 퓨전",146,146,7,7.0,69.42%,69.42
126,https://novel.munpia.com/483122,483122,126,시윤™,퇴사 후 슬라임을 키웠더니 인생 역전,"현대판타지, 퓨전",144,144,-41,-41.0,51.32%,51.32
127,https://novel.munpia.com/481628,481628,127,시인단테,차원 이동자의 영지는 AI기사로 캐리한다,"판타지, 퓨전",141,141,7,7.0,71.67%,71.67
128,https://novel.munpia.com/481022,481022,128,김메탈,이혼 후 문자가 돈을 벌어다 줌,현대판타지,138,138,39,39.0,79.24%,79.24
129,https://novel.munpia.com/475599,475599,129,첨G,멸망할 세계의 파견 용사,"판타지, 퓨전",136,136,-67,-67.0,53.24%,53.24
130,https://novel.munpia.com/482508,482508,130,소모사,돈 버는 재능이 계속 열려,"현대판타지, 퓨전",136,136,5,5.0,-,
131,https://novel.munpia.com/483860,483860,131,혜음,전생에 진선이었다,"현대판타지, 무협",134,134,6,6.0,-,
132,https://novel.munpia.com/476657,476657,132,Ame바,회귀한 해버지가 상태창을 숨김,"스포츠, 현대판타지",133,133,4,4.0,34.55%,34.55
133,https://novel.munpia.com/483910,483910,133,익사,아빠는 월드 클래스!,"스포츠, 현대판타지",133,133,5,5.0,-,
134,https://novel.munpia.com/475580,475580,134,벤조,삼국지 애비 셋 후레자식의 아들이 되었다,"대체역사, 판타지",129,129,14,14.0,45.87%,45.87
135,https://novel.munpia.com/481810,481810,135,오뮤,괴물 타자가 선구안을 가짐,"스포츠, 게임",128,128,5,5.0,66.40%,66.4
136,https://novel.munpia.com/483902,483902,136,호방한,방 한 칸부터 시작하는 아포칼립스,"현대판타지, 판타지",127,127,7,7.0,-,
137,https://novel.munpia.com/477950,477950,137,조비본,술만 만들었는데 무림 명가가 되었다,"무협, 대체역사",125,125,2,2.0,68.81%,68.81
138,https://novel.munpia.com/476862,476862,138,주짓떼로.,선협에서 궤도폭격 개발하기,"무협, 퓨전",123,123,3,3.0,35.22%,35.22
139,https://novel.munpia.com/483934,483934,139,아몬드빵,퇴근하고 스타 몇판 하는데 이게 돈이 된다,"현대판타지, 스포츠",122,122,7,7.0,-,
140,https://novel.munpia.com/483720,483720,140,청송(靑松),초월 스킬로 초월급 헌터,"판타지, 현대판타지",121,121,5,5.0,36.03%,36.03
141,https://novel.munpia.com/481115,481115,141,검장,조선용병대,"대체역사, 전쟁·밀리터리",121,121,1,1.0,64.45%,64.45
142,https://novel.munpia.com/477904,477904,142,노란커피,수행자 아나긴,판타지,120,120,2,2.0,39.30%,39.3
143,https://novel.munpia.com/477308,477308,143,겨울쥐,아포칼립스의 온실관리인이 되었다.,"현대판타지, 드라마",117,117,4,4.0,60.33%,60.33
144,https://novel.munpia.com/485291,485291,144,포기하지마,폭망한 걸그룹과 한 침대에서 깨어났다,"현대판타지, 드라마",117,117,5,5.0,-,
145,https://novel.munpia.com/485081,485081,145,제품명,경작수선전(耕作修仙傳),"무협, 판타지",115,115,11,11.0,-,
146,https://novel.munpia.com/477626,477626,146,그냥씀,무한 환생자로 살아가는 법,"현대판타지, 퓨전",113,113,5,5.0,67.11%,67.11
147,https://novel.munpia.com/481970,481970,147,류도율,파혼한 데릴사위는 무공이 너무 쉽다,"판타지, 무협",112,112,6,6.0,56.67%,56.67
148,https://novel.munpia.com/476540,476540,148,에그빵,게임속 버그를 때려잡았더니 코드가 보임,"현대판타지, 퓨전",112,112,10,10.0,62.10%,62.1
149,https://novel.munpia.com/477953,477953,149,살생금지,무한 창고 in 아포칼립스,"현대판타지, 판타지",111,111,3,3.0,42.20%,42.2
150,https://novel.munpia.com/478259,478259,150,백약지장,1330 고려 망나니가 몽골을 지배함,"대체역사, 판타지",110,110,-44,-44.0,69.40%,69.4
151,https://novel.munpia.com/476075,476075,151,강현우,선협계를 박살내고 귀환했더니 던전이 깝침ㅋㅋ,"현대판타지, 퓨전",109,109,4,4.0,28.14%,28.14
152,https://novel.munpia.com/485814,485814,152,더페이서,침술 천재 한의사가 되었다,"현대판타지, 퓨전",109,109,2,2.0,-,
153,https://novel.munpia.com/476453,476453,153,글고흐,A.I. 하나로 돈이 복사됨,현대판타지,104,104,4,4.0,40.55%,40.55
154,https://novel.munpia.com/476287,476287,154,gordon,레벨업 무림,"무협, 퓨전",102,102,5,5.0,48.46%,48.46
155,https://novel.munpia.com/485386,485386,155,상봉왕,로또 맞고 각성한 천재 배우!,현대판타지,98,98,5,5.0,-,
156,https://novel.munpia.com/478843,478843,156,소울바운드,검은 머리 메이저리거,"스포츠, 대체역사",96,96,12,12.0,42.97%,42.97
157,https://novel.munpia.com/476742,476742,157,데거스,벼락 맞은 무공 천재,"무협, 판타지",90,90,4,4.0,54.10%,54.1
158,https://novel.munpia.com/478263,478263,158,강현석,고려의 대물이 북벌을 잘함,"대체역사, 전쟁·밀리터리",87,87,4,4.0,72.61%,72.61
159,https://novel.munpia.com/478107,478107,159,Analog감성,이성계 아들이 사업을 잘함,"대체역사, 판타지",84,84,-68,-68.0,78.16%,78.16
160,https://novel.munpia.com/477169,477169,160,코다,텍본 들고 시작하는 헌터 생활,"현대판타지, 퓨전",84,84,4,4.0,50.93%,50.93
161,https://novel.munpia.com/478432,478432,161,선우선사,야만의 시대를 씹어먹는 K-NAVY,"대체역사, 전쟁·밀리터리",83,83,2,2.0,25.82%,25.82
162,https://novel.munpia.com/483378,483378,162,[세인토],나 혼자 아포칼립스에서 뽑기로 꿀빠는 법,"판타지, 퓨전",78,78,-68,-68.0,85.30%,85.3
163,https://novel.munpia.com/477222,477222,163,적확,경제천재의 나치독일(진) 정상화,"대체역사, 일반소설",77,77,26,26.0,32.80%,32.8
164,https://novel.munpia.com/482874,482874,164,잰송,퇴물 투수가 구속을 되찾음,"스포츠, 현대판타지",77,77,2,2.0,75.17%,75.17
165,https://novel.munpia.com/475969,475969,165,몰라젠장,선협에서 업적 시스템으로 무한 회귀,"무협, 퓨전",75,75,0,0.0,49.88%,49.88
166,https://novel.munpia.com/476940,476940,166,유빈(維彬),내가 만든 초지능 AI가 돈을 잘 범,"현대판타지, SF",71,71,3,3.0,10.53%,10.53
167,https://novel.munpia.com/477067,477067,167,청학윤,이혼했더니 돈과 여자가 칙칙폭폭,"현대판타지, 판타지",71,71,7,7.0,31.09%,31.09
168,https://novel.munpia.com/483225,483225,168,녹수(?水),지옥 아공간 능력으로 범죄자 처단,"현대판타지, 퓨전",71,71,2,2.0,-,
169,https://novel.munpia.com/485620,485620,169,손연우,역대급 뇌지컬을 각성했다,"퓨전, 무협",69,69,4,4.0,-,
170,https://novel.munpia.com/485683,485683,170,류송,폭등할 자산이 눈에 보여,"현대판타지, 대체역사",68,68,2,2.0,-,
171,https://novel.munpia.com/482600,482600,171,레몬비어,삼국지: 동탁의 손주 사위,"대체역사, 판타지",67,67,4,4.0,-,
172,https://novel.munpia.com/484395,484395,172,교리패인,허세관종으로 발롱도르,"스포츠, 현대판타지",67,67,-1,-1.0,-,
173,https://novel.munpia.com/478466,478466,173,기연™,"마교의 천재 무공연구관, 무학관 애송이 생도가 되었다",무협,64,64,4,4.0,-,
174,https://novel.munpia.com/484479,484479,174,왕모찌,네크로맨서가 아포칼립스에서 살아남는 법,"현대판타지, 퓨전",63,63,2,2.0,-,
175,https://novel.munpia.com/477238,477238,175,왕형님,신입 매니저의 퇴직금이 막 쌓임,현대판타지,62,62,진입,,75.10%,75.1
176,https://novel.munpia.com/480699,480699,176,악어뿔,은퇴무사(隱退武士),무협,62,62,4,4.0,51.50%,51.5
177,https://novel.munpia.com/482442,482442,177,쮸르,에픽코덱스,판타지,60,60,1,1.0,-,
178,https://novel.munpia.com/476123,476123,178,복면작가,돈 버는 재능이 미쳤습니다,"현대판타지, 드라마",58,58,1,1.0,23.70%,23.7
179,https://novel.munpia.com/477717,477717,179,Abyss사서,무공 천재 마법사 되기,"판타지, 퓨전",57,57,6,6.0,54.93%,54.93
180,https://novel.munpia.com/477301,477301,180,털보아조씨,삼국지 : 패왕주유기,"대체역사, 전쟁·밀리터리",55,55,28,28.0,50.23%,50.23
181,https://novel.munpia.com/476401,476401,181,민젤,"기(氣)를 보는 소녀, 이계 수선전","판타지, 퓨전",55,55,0,0.0,-,
182,https://novel.munpia.com/476982,476982,182,장무(張武),"전술천재, 특전사 대위가 삼국지를 씹어먹음.","대체역사, 전쟁·밀리터리",55,55,1,1.0,24.92%,24.92
183,https://novel.munpia.com/478634,478634,183,아가푸,멸망에서 감염자로 살아남기,"현대판타지, 퓨전",55,55,-1,-1.0,42.19%,42.19
184,https://novel.munpia.com/477955,477955,184,달빛먹은곰,몰락한 지방 향리 아들의 슬기로운 고려 망국 극복기,"대체역사, 판타지",54,54,2,2.0,47.34%,47.34
185,https://novel.munpia.com/476591,476591,185,오천광,복수의 정석,"현대판타지, 퓨전",54,54,2,2.0,54.09%,54.09
186,https://novel.munpia.com/476105,476105,186,필산,패면 된다 무림 남천동,"무협, 판타지",51,51,4,4.0,-,
187,https://novel.munpia.com/483738,483738,187,필빛,"국가권력급 경찰, 멋짐",현대판타지,51,51,1,1.0,-,
188,https://novel.munpia.com/478637,478637,188,주룡™,인간에서 신까지 : 불사자 일대기,"대체역사, 퓨전",50,50,3,3.0,46.41%,46.41
